#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.177741388114 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3058000000     -3.48465206      0.9317759334E+00
  -0.3057000000     -3.48193092      0.9273308824E+00
  -0.3056000000     -3.47920979      0.9228646268E+00
  -0.3055000000     -3.47648865      0.9183849448E+00
  -0.3054000000     -3.47376751      0.9138992656E+00
  -0.3053000000     -3.47104637      0.9094146628E+00
  -0.3052000000     -3.46832523      0.9049378495E+00
  -0.3051000000     -3.46560409      0.9004751762E+00
  -0.3050000000     -3.46288296      0.8960326297E+00
  -0.3049000000     -3.46016182      0.8916158352E+00
  -0.3048000000     -3.45744068      0.8872300586E+00
  -0.3047000000     -3.45471954      0.8828802114E+00
  -0.3046000000     -3.45199840      0.8785708566E+00
  -0.3045000000     -3.44927726      0.8743062153E+00
  -0.3044000000     -3.44655612      0.8700901752E+00
  -0.3043000000     -3.44383499      0.8659262993E+00
  -0.3042000000     -3.44111385      0.8618178359E+00
  -0.3041000000     -3.43839271      0.8577677284E+00
  -0.3040000000     -3.43567157      0.8537786265E+00
  -0.3039000000     -3.43295043      0.8498528976E+00
  -0.3038000000     -3.43022929      0.8459926377E+00
  -0.3037000000     -3.42750816      0.8421996836E+00
  -0.3036000000     -3.42478702      0.8384756244E+00
  -0.3035000000     -3.42206588      0.8348218133E+00
  -0.3034000000     -3.41934474      0.8312393796E+00
  -0.3033000000     -3.41662360      0.8277292399E+00
  -0.3032000000     -3.41390246      0.8242921102E+00
  -0.3031000000     -3.41118133      0.8209285163E+00
  -0.3030000000     -3.40846019      0.8176388060E+00
  -0.3029000000     -3.40573905      0.8144231587E+00
  -0.3028000000     -3.40301791      0.8112815966E+00
  -0.3027000000     -3.40029677      0.8082139948E+00
  -0.3026000000     -3.39757563      0.8052200906E+00
  -0.3025000000     -3.39485450      0.8022994935E+00
  -0.3024000000     -3.39213336      0.7994516940E+00
  -0.3023000000     -3.38941222      0.7966760727E+00
  -0.3022000000     -3.38669108      0.7939719080E+00
  -0.3021000000     -3.38396994      0.7913383849E+00
  -0.3020000000     -3.38124880      0.7887746021E+00
  -0.3019000000     -3.37852766      0.7862795796E+00
  -0.3018000000     -3.37580653      0.7838522653E+00
  -0.3017000000     -3.37308539      0.7814915422E+00
  -0.3016000000     -3.37036425      0.7791962344E+00
  -0.3015000000     -3.36764311      0.7769651126E+00
  -0.3014000000     -3.36492197      0.7747969008E+00
  -0.3013000000     -3.36220083      0.7726902807E+00
  -0.3012000000     -3.35947970      0.7706438974E+00
  -0.3011000000     -3.35675856      0.7686563639E+00
  -0.3010000000     -3.35403742      0.7667262658E+00
  -0.3009000000     -3.35131628      0.7648521655E+00
  -0.3008000000     -3.34859514      0.7630326064E+00
  -0.3007000000     -3.34587400      0.7612661168E+00
  -0.3006000000     -3.34315287      0.7595512130E+00
  -0.3005000000     -3.34043173      0.7578864035E+00
  -0.3004000000     -3.33771059      0.7562701915E+00
  -0.3003000000     -3.33498945      0.7547010784E+00
  -0.3002000000     -3.33226831      0.7531775665E+00
  -0.3001000000     -3.32954717      0.7516981615E+00
  -0.3000000000     -3.32682604      0.7502613752E+00
  -0.2999000000     -3.32410490      0.7488657280E+00
  -0.2998000000     -3.32138376      0.7475097506E+00
  -0.2997000000     -3.31866262      0.7461919867E+00
  -0.2996000000     -3.31594148      0.7449109945E+00
  -0.2995000000     -3.31322034      0.7436653485E+00
  -0.2994000000     -3.31049920      0.7424536415E+00
  -0.2993000000     -3.30777807      0.7412744858E+00
  -0.2992000000     -3.30505693      0.7401265149E+00
  -0.2991000000     -3.30233579      0.7390083847E+00
  -0.2990000000     -3.29961465      0.7379187748E+00
  -0.2989000000     -3.29689351      0.7368563895E+00
  -0.2988000000     -3.29417237      0.7358199590E+00
  -0.2987000000     -3.29145124      0.7348082402E+00
  -0.2986000000     -3.28873010      0.7338200176E+00
  -0.2985000000     -3.28600896      0.7328541040E+00
  -0.2984000000     -3.28328782      0.7319093414E+00
  -0.2983000000     -3.28056668      0.7309846010E+00
  -0.2982000000     -3.27784554      0.7300787845E+00
  -0.2981000000     -3.27512441      0.7291908238E+00
  -0.2980000000     -3.27240327      0.7283196819E+00
  -0.2979000000     -3.26968213      0.7274643526E+00
  -0.2978000000     -3.26696099      0.7266238613E+00
  -0.2977000000     -3.26423985      0.7257972648E+00
  -0.2976000000     -3.26151871      0.7249836513E+00
  -0.2975000000     -3.25879758      0.7241821408E+00
  -0.2974000000     -3.25607644      0.7233918844E+00
  -0.2973000000     -3.25335530      0.7226120649E+00
  -0.2972000000     -3.25063416      0.7218418961E+00
  -0.2971000000     -3.24791302      0.7210806227E+00
  -0.2970000000     -3.24519188      0.7203275203E+00
  -0.2969000000     -3.24247074      0.7195818946E+00
  -0.2968000000     -3.23974961      0.7188430815E+00
  -0.2967000000     -3.23702847      0.7181104462E+00
  -0.2966000000     -3.23430733      0.7173833833E+00
  -0.2965000000     -3.23158619      0.7166613159E+00
  -0.2964000000     -3.22886505      0.7159436950E+00
  -0.2963000000     -3.22614391      0.7152299993E+00
  -0.2962000000     -3.22342278      0.7145197346E+00
  -0.2961000000     -3.22070164      0.7138124326E+00
  -0.2960000000     -3.21798050      0.7131076509E+00
  -0.2959000000     -3.21525936      0.7124049722E+00
  -0.2958000000     -3.21253822      0.7117040033E+00
  -0.2957000000     -3.20981708      0.7110043749E+00
  -0.2956000000     -3.20709595      0.7103057402E+00
  -0.2955000000     -3.20437481      0.7096077749E+00
  -0.2954000000     -3.20165367      0.7089101761E+00
  -0.2953000000     -3.19893253      0.7082126615E+00
  -0.2952000000     -3.19621139      0.7075149689E+00
  -0.2951000000     -3.19349025      0.7068168553E+00
  -0.2950000000     -3.19076912      0.7061180961E+00
  -0.2949000000     -3.18804798      0.7054184844E+00
  -0.2948000000     -3.18532684      0.7047178304E+00
  -0.2947000000     -3.18260570      0.7040159606E+00
  -0.2946000000     -3.17988456      0.7033127170E+00
  -0.2945000000     -3.17716342      0.7026079563E+00
  -0.2944000000     -3.17444228      0.7019015496E+00
  -0.2943000000     -3.17172115      0.7011933813E+00
  -0.2942000000     -3.16900001      0.7004833485E+00
  -0.2941000000     -3.16627887      0.6997713606E+00
  -0.2940000000     -3.16355773      0.6990573384E+00
  -0.2939000000     -3.16083659      0.6983412135E+00
  -0.2938000000     -3.15811545      0.6976229280E+00
  -0.2937000000     -3.15539432      0.6969024334E+00
  -0.2936000000     -3.15267318      0.6961796906E+00
  -0.2935000000     -3.14995204      0.6954546690E+00
  -0.2934000000     -3.14723090      0.6947273460E+00
  -0.2933000000     -3.14450976      0.6939977069E+00
  -0.2932000000     -3.14178862      0.6932657438E+00
  -0.2931000000     -3.13906749      0.6925314559E+00
  -0.2930000000     -3.13634635      0.6917948483E+00
  -0.2929000000     -3.13362521      0.6910559324E+00
  -0.2928000000     -3.13090407      0.6903147250E+00
  -0.2927000000     -3.12818293      0.6895712481E+00
  -0.2926000000     -3.12546179      0.6888255289E+00
  -0.2925000000     -3.12274066      0.6880775989E+00
  -0.2924000000     -3.12001952      0.6873274943E+00
  -0.2923000000     -3.11729838      0.6865752554E+00
  -0.2922000000     -3.11457724      0.6858209265E+00
  -0.2921000000     -3.11185610      0.6850645559E+00
  -0.2920000000     -3.10913496      0.6843061953E+00
  -0.2919000000     -3.10641382      0.6835459002E+00
  -0.2918000000     -3.10369269      0.6827837297E+00
  -0.2917000000     -3.10097155      0.6820197461E+00
  -0.2916000000     -3.09825041      0.6812540153E+00
  -0.2915000000     -3.09552927      0.6804866064E+00
  -0.2914000000     -3.09280813      0.6797175921E+00
  -0.2913000000     -3.09008699      0.6789470486E+00
  -0.2912000000     -3.08736586      0.6781750555E+00
  -0.2911000000     -3.08464472      0.6774016959E+00
  -0.2910000000     -3.08192358      0.6766270568E+00
  -0.2909000000     -3.07920244      0.6758512291E+00
  -0.2908000000     -3.07648130      0.6750743076E+00
  -0.2907000000     -3.07376016      0.6742963912E+00
  -0.2906000000     -3.07103903      0.6735175833E+00
  -0.2905000000     -3.06831789      0.6727379918E+00
  -0.2904000000     -3.06559675      0.6719577294E+00
  -0.2903000000     -3.06287561      0.6711769140E+00
  -0.2902000000     -3.06015447      0.6703956687E+00
  -0.2901000000     -3.05743333      0.6696141220E+00
  -0.2900000000     -3.05471220      0.6688324085E+00
  -0.2899000000     -3.05199106      0.6680506689E+00
  -0.2898000000     -3.04926992      0.6672690503E+00
  -0.2897000000     -3.04654878      0.6664877066E+00
  -0.2896000000     -3.04382764      0.6657067989E+00
  -0.2895000000     -3.04110650      0.6649264955E+00
  -0.2894000000     -3.03838536      0.6641469726E+00
  -0.2893000000     -3.03566423      0.6633684145E+00
  -0.2892000000     -3.03294309      0.6625910139E+00
  -0.2891000000     -3.03022195      0.6618149721E+00
  -0.2890000000     -3.02750081      0.6610404995E+00
  -0.2889000000     -3.02477967      0.6602678162E+00
  -0.2888000000     -3.02205853      0.6594971516E+00
  -0.2887000000     -3.01933740      0.6587287453E+00
  -0.2886000000     -3.01661626      0.6579628473E+00
  -0.2885000000     -3.01389512      0.6571997180E+00
  -0.2884000000     -3.01117398      0.6564396289E+00
  -0.2883000000     -3.00845284      0.6556828624E+00
  -0.2882000000     -3.00573170      0.6549297125E+00
  -0.2881000000     -3.00301057      0.6541804846E+00
  -0.2880000000     -3.00028943      0.6534354960E+00
  -0.2879000000     -2.99756829      0.6526950759E+00
  -0.2878000000     -2.99484715      0.6519595656E+00
  -0.2877000000     -2.99212601      0.6512293187E+00
  -0.2876000000     -2.98940487      0.6505047012E+00
  -0.2875000000     -2.98668374      0.6497860913E+00
  -0.2874000000     -2.98396260      0.6490738797E+00
  -0.2873000000     -2.98124146      0.6483684696E+00
  -0.2872000000     -2.97852032      0.6476702764E+00
  -0.2871000000     -2.97579918      0.6469797280E+00
  -0.2870000000     -2.97307804      0.6462972644E+00
  -0.2869000000     -2.97035690      0.6456233375E+00
  -0.2868000000     -2.96763577      0.6449584112E+00
  -0.2867000000     -2.96491463      0.6443029610E+00
  -0.2866000000     -2.96219349      0.6436574736E+00
  -0.2865000000     -2.95947235      0.6430224465E+00
  -0.2864000000     -2.95675121      0.6423983882E+00
  -0.2863000000     -2.95403007      0.6417858169E+00
  -0.2862000000     -2.95130894      0.6411852608E+00
  -0.2861000000     -2.94858780      0.6405972569E+00
  -0.2860000000     -2.94586666      0.6400223511E+00
  -0.2859000000     -2.94314552      0.6394610969E+00
  -0.2858000000     -2.94042438      0.6389140552E+00
  -0.2857000000     -2.93770324      0.6383817932E+00
  -0.2856000000     -2.93498211      0.6378648840E+00
  -0.2855000000     -2.93226097      0.6373639052E+00
  -0.2854000000     -2.92953983      0.6368794385E+00
  -0.2853000000     -2.92681869      0.6364120685E+00
  -0.2852000000     -2.92409755      0.6359623815E+00
  -0.2851000000     -2.92137641      0.6355309649E+00
  -0.2850000000     -2.91865528      0.6351184056E+00
  -0.2849000000     -2.91593414      0.6347252890E+00
  -0.2848000000     -2.91321300      0.6343521979E+00
  -0.2847000000     -2.91049186      0.6339997107E+00
  -0.2846000000     -2.90777072      0.6336684007E+00
  -0.2845000000     -2.90504958      0.6333588344E+00
  -0.2844000000     -2.90232844      0.6330715700E+00
  -0.2843000000     -2.89960731      0.6328071559E+00
  -0.2842000000     -2.89688617      0.6325661295E+00
  -0.2841000000     -2.89416503      0.6323490153E+00
  -0.2840000000     -2.89144389      0.6321563233E+00
  -0.2839000000     -2.88872275      0.6319885478E+00
  -0.2838000000     -2.88600161      0.6318461653E+00
  -0.2837000000     -2.88328048      0.6317296332E+00
  -0.2836000000     -2.88055934      0.6316393880E+00
  -0.2835000000     -2.87783820      0.6315758436E+00
  -0.2834000000     -2.87511706      0.6315393900E+00
  -0.2833000000     -2.87239592      0.6315303914E+00
  -0.2832000000     -2.86967478      0.6315491848E+00
  -0.2831000000     -2.86695365      0.6315960785E+00
  -0.2830000000     -2.86423251      0.6316713506E+00
  -0.2829000000     -2.86151137      0.6317752481E+00
  -0.2828000000     -2.85879023      0.6319079850E+00
  -0.2827000000     -2.85606909      0.6320697417E+00
  -0.2826000000     -2.85334795      0.6322606640E+00
  -0.2825000000     -2.85062682      0.6324808621E+00
  -0.2824000000     -2.84790568      0.6327304104E+00
  -0.2823000000     -2.84518454      0.6330093467E+00
  -0.2822000000     -2.84246340      0.6333176722E+00
  -0.2821000000     -2.83974226      0.6336553519E+00
  -0.2820000000     -2.83702112      0.6340223146E+00
  -0.2819000000     -2.83429998      0.6344184537E+00
  -0.2818000000     -2.83157885      0.6348436285E+00
  -0.2817000000     -2.82885771      0.6352976652E+00
  -0.2816000000     -2.82613657      0.6357803587E+00
  -0.2815000000     -2.82341543      0.6362914750E+00
  -0.2814000000     -2.82069429      0.6368307533E+00
  -0.2813000000     -2.81797315      0.6373979093E+00
  -0.2812000000     -2.81525202      0.6379926379E+00
  -0.2811000000     -2.81253088      0.6386146175E+00
  -0.2810000000     -2.80980974      0.6392635136E+00
  -0.2809000000     -2.80708860      0.6399389835E+00
  -0.2808000000     -2.80436746      0.6406406809E+00
  -0.2807000000     -2.80164632      0.6413682611E+00
  -0.2806000000     -2.79892519      0.6421213864E+00
  -0.2805000000     -2.79620405      0.6428997312E+00
  -0.2804000000     -2.79348291      0.6437029887E+00
  -0.2803000000     -2.79076177      0.6445308759E+00
  -0.2802000000     -2.78804063      0.6453831401E+00
  -0.2801000000     -2.78531949      0.6462595645E+00
  -0.2800000000     -2.78259836      0.6471599742E+00
  -0.2799000000     -2.77987722      0.6480842420E+00
  -0.2798000000     -2.77715608      0.6490322937E+00
  -0.2797000000     -2.77443494      0.6500041129E+00
  -0.2796000000     -2.77171380      0.6509997462E+00
  -0.2795000000     -2.76899266      0.6520193073E+00
  -0.2794000000     -2.76627152      0.6530629803E+00
  -0.2793000000     -2.76355039      0.6541310231E+00
  -0.2792000000     -2.76082925      0.6552237699E+00
  -0.2791000000     -2.75810811      0.6563416324E+00
  -0.2790000000     -2.75538697      0.6574851013E+00
  -0.2789000000     -2.75266583      0.6586547460E+00
  -0.2788000000     -2.74994469      0.6598512145E+00
  -0.2787000000     -2.74722356      0.6610752315E+00
  -0.2786000000     -2.74450242      0.6623275969E+00
  -0.2785000000     -2.74178128      0.6636091827E+00
  -0.2784000000     -2.73906014      0.6649209294E+00
  -0.2783000000     -2.73633900      0.6662638422E+00
  -0.2782000000     -2.73361786      0.6676389861E+00
  -0.2781000000     -2.73089673      0.6690474808E+00
  -0.2780000000     -2.72817559      0.6704904952E+00
  -0.2779000000     -2.72545445      0.6719692411E+00
  -0.2778000000     -2.72273331      0.6734849673E+00
  -0.2777000000     -2.72001217      0.6750389529E+00
  -0.2776000000     -2.71729103      0.6766325007E+00
  -0.2775000000     -2.71456990      0.6782669302E+00
  -0.2774000000     -2.71184876      0.6799435713E+00
  -0.2773000000     -2.70912762      0.6816637571E+00
  -0.2772000000     -2.70640648      0.6834288178E+00
  -0.2771000000     -2.70368534      0.6852400733E+00
  -0.2770000000     -2.70096420      0.6870988276E+00
  -0.2769000000     -2.69824306      0.6890063623E+00
  -0.2768000000     -2.69552193      0.6909639305E+00
  -0.2767000000     -2.69280079      0.6929727513E+00
  -0.2766000000     -2.69007965      0.6950340039E+00
  -0.2765000000     -2.68735851      0.6971488229E+00
  -0.2764000000     -2.68463737      0.6993182929E+00
  -0.2763000000     -2.68191623      0.7015434439E+00
  -0.2762000000     -2.67919510      0.7038252470E+00
  -0.2761000000     -2.67647396      0.7061646100E+00
  -0.2760000000     -2.67375282      0.7085623738E+00
  -0.2759000000     -2.67103168      0.7110193084E+00
  -0.2758000000     -2.66831054      0.7135361098E+00
  -0.2757000000     -2.66558940      0.7161133970E+00
  -0.2756000000     -2.66286827      0.7187517088E+00
  -0.2755000000     -2.66014713      0.7214515012E+00
  -0.2754000000     -2.65742599      0.7242131453E+00
  -0.2753000000     -2.65470485      0.7270369250E+00
  -0.2752000000     -2.65198371      0.7299230349E+00
  -0.2751000000     -2.64926257      0.7328715786E+00
  -0.2750000000     -2.64654144      0.7358825674E+00
  -0.2749000000     -2.64382030      0.7389559187E+00
  -0.2748000000     -2.64109916      0.7420914546E+00
  -0.2747000000     -2.63837802      0.7452889013E+00
  -0.2746000000     -2.63565688      0.7485478881E+00
  -0.2745000000     -2.63293574      0.7518679463E+00
  -0.2744000000     -2.63021460      0.7552485093E+00
  -0.2743000000     -2.62749347      0.7586889111E+00
  -0.2742000000     -2.62477233      0.7621883871E+00
  -0.2741000000     -2.62205119      0.7657460727E+00
  -0.2740000000     -2.61933005      0.7693610040E+00
  -0.2739000000     -2.61660891      0.7730321169E+00
  -0.2738000000     -2.61388777      0.7767582479E+00
  -0.2737000000     -2.61116664      0.7805381333E+00
  -0.2736000000     -2.60844550      0.7843704101E+00
  -0.2735000000     -2.60572436      0.7882536156E+00
  -0.2734000000     -2.60300322      0.7921861878E+00
  -0.2733000000     -2.60028208      0.7961664659E+00
  -0.2732000000     -2.59756094      0.8001926906E+00
  -0.2731000000     -2.59483981      0.8042630044E+00
  -0.2730000000     -2.59211867      0.8083754522E+00
  -0.2729000000     -2.58939753      0.8125279824E+00
  -0.2728000000     -2.58667639      0.8167184469E+00
  -0.2727000000     -2.58395525      0.8209446023E+00
  -0.2726000000     -2.58123411      0.8252041110E+00
  -0.2725000000     -2.57851298      0.8294945420E+00
  -0.2724000000     -2.57579184      0.8338133722E+00
  -0.2723000000     -2.57307070      0.8381579878E+00
  -0.2722000000     -2.57034956      0.8425256857E+00
  -0.2721000000     -2.56762842      0.8469136756E+00
  -0.2720000000     -2.56490728      0.8513190812E+00
  -0.2719000000     -2.56218614      0.8557389429E+00
  -0.2718000000     -2.55946501      0.8601702196E+00
  -0.2717000000     -2.55674387      0.8646097918E+00
  -0.2716000000     -2.55402273      0.8690544638E+00
  -0.2715000000     -2.55130159      0.8735009669E+00
  -0.2714000000     -2.54858045      0.8779459628E+00
  -0.2713000000     -2.54585931      0.8823860470E+00
  -0.2712000000     -2.54313818      0.8868177525E+00
  -0.2711000000     -2.54041704      0.8912375542E+00
  -0.2710000000     -2.53769590      0.8956418730E+00
  -0.2709000000     -2.53497476      0.9000270803E+00
  -0.2708000000     -2.53225362      0.9043895037E+00
  -0.2707000000     -2.52953248      0.9087254313E+00
  -0.2706000000     -2.52681135      0.9130311178E+00
  -0.2705000000     -2.52409021      0.9173027905E+00
  -0.2704000000     -2.52136907      0.9215366547E+00
  -0.2703000000     -2.51864793      0.9257289008E+00
  -0.2702000000     -2.51592679      0.9298757107E+00
  -0.2701000000     -2.51320565      0.9339732645E+00
  -0.2700000000     -2.51048452      0.9380177479E+00
  -0.2699000000     -2.50776338      0.9420053594E+00
  -0.2698000000     -2.50504224      0.9459323181E+00
  -0.2697000000     -2.50232110      0.9497948709E+00
  -0.2696000000     -2.49959996      0.9535893012E+00
  -0.2695000000     -2.49687882      0.9573119359E+00
  -0.2694000000     -2.49415768      0.9609591544E+00
  -0.2693000000     -2.49143655      0.9645273963E+00
  -0.2692000000     -2.48871541      0.9680131697E+00
  -0.2691000000     -2.48599427      0.9714130597E+00
  -0.2690000000     -2.48327313      0.9747237359E+00
  -0.2689000000     -2.48055199      0.9779419612E+00
  -0.2688000000     -2.47783085      0.9810645996E+00
  -0.2687000000     -2.47510972      0.9840886239E+00
  -0.2686000000     -2.47238858      0.9870111236E+00
  -0.2685000000     -2.46966744      0.9898293124E+00
  -0.2684000000     -2.46694630      0.9925405351E+00
  -0.2683000000     -2.46422516      0.9951422750E+00
  -0.2682000000     -2.46150402      0.9976321601E+00
  -0.2681000000     -2.45878289      0.1000007970E+01
  -0.2680000000     -2.45606175      0.1002267640E+01
  -0.2679000000     -2.45334061      0.1004409269E+01
  -0.2678000000     -2.45061947      0.1006431124E+01
  -0.2677000000     -2.44789833      0.1008331642E+01
  -0.2676000000     -2.44517719      0.1010109436E+01
  -0.2675000000     -2.44245606      0.1011763300E+01
  -0.2674000000     -2.43973492      0.1013292208E+01
  -0.2673000000     -2.43701378      0.1014695321E+01
  -0.2672000000     -2.43429264      0.1015971983E+01
  -0.2671000000     -2.43157150      0.1017121728E+01
  -0.2670000000     -2.42885036      0.1018144277E+01
  -0.2669000000     -2.42612922      0.1019039539E+01
  -0.2668000000     -2.42340809      0.1019807610E+01
  -0.2667000000     -2.42068695      0.1020448770E+01
  -0.2666000000     -2.41796581      0.1020963487E+01
  -0.2665000000     -2.41524467      0.1021352408E+01
  -0.2664000000     -2.41252353      0.1021616359E+01
  -0.2663000000     -2.40980239      0.1021756340E+01
  -0.2662000000     -2.40708126      0.1021773524E+01
  -0.2661000000     -2.40436012      0.1021669249E+01
  -0.2660000000     -2.40163898      0.1021445015E+01
  -0.2659000000     -2.39891784      0.1021102477E+01
  -0.2658000000     -2.39619670      0.1020643441E+01
  -0.2657000000     -2.39347556      0.1020069854E+01
  -0.2656000000     -2.39075443      0.1019383803E+01
  -0.2655000000     -2.38803329      0.1018587501E+01
  -0.2654000000     -2.38531215      0.1017683287E+01
  -0.2653000000     -2.38259101      0.1016673611E+01
  -0.2652000000     -2.37986987      0.1015561033E+01
  -0.2651000000     -2.37714873      0.1014348210E+01
  -0.2650000000     -2.37442760      0.1013037891E+01
  -0.2649000000     -2.37170646      0.1011632906E+01
  -0.2648000000     -2.36898532      0.1010136160E+01
  -0.2647000000     -2.36626418      0.1008550624E+01
  -0.2646000000     -2.36354304      0.1006879325E+01
  -0.2645000000     -2.36082190      0.1005125340E+01
  -0.2644000000     -2.35810076      0.1003291786E+01
  -0.2643000000     -2.35537963      0.1001381813E+01
  -0.2642000000     -2.35265849      0.9993985950E+00
  -0.2641000000     -2.34993735      0.9973453222E+00
  -0.2640000000     -2.34721621      0.9952251931E+00
  -0.2639000000     -2.34449507      0.9930414072E+00
  -0.2638000000     -2.34177393      0.9907971572E+00
  -0.2637000000     -2.33905280      0.9884956220E+00
  -0.2636000000     -2.33633166      0.9861399599E+00
  -0.2635000000     -2.33361052      0.9837333015E+00
  -0.2634000000     -2.33088938      0.9812787435E+00
  -0.2633000000     -2.32816824      0.9787793427E+00
  -0.2632000000     -2.32544710      0.9762381100E+00
  -0.2631000000     -2.32272597      0.9736580046E+00
  -0.2630000000     -2.32000483      0.9710419294E+00
  -0.2629000000     -2.31728369      0.9683927256E+00
  -0.2628000000     -2.31456255      0.9657131682E+00
  -0.2627000000     -2.31184141      0.9630059619E+00
  -0.2626000000     -2.30912027      0.9602737370E+00
  -0.2625000000     -2.30639914      0.9575190458E+00
  -0.2624000000     -2.30367800      0.9547443597E+00
  -0.2623000000     -2.30095686      0.9519520655E+00
  -0.2622000000     -2.29823572      0.9491444636E+00
  -0.2621000000     -2.29551458      0.9463237650E+00
  -0.2620000000     -2.29279344      0.9434920900E+00
  -0.2619000000     -2.29007230      0.9406514659E+00
  -0.2618000000     -2.28735117      0.9378038260E+00
  -0.2617000000     -2.28463003      0.9349510085E+00
  -0.2616000000     -2.28190889      0.9320947558E+00
  -0.2615000000     -2.27918775      0.9292367139E+00
  -0.2614000000     -2.27646661      0.9263784323E+00
  -0.2613000000     -2.27374547      0.9235213643E+00
  -0.2612000000     -2.27102434      0.9206668672E+00
  -0.2611000000     -2.26830320      0.9178162029E+00
  -0.2610000000     -2.26558206      0.9149705392E+00
  -0.2609000000     -2.26286092      0.9121309503E+00
  -0.2608000000     -2.26013978      0.9092984191E+00
  -0.2607000000     -2.25741864      0.9064738381E+00
  -0.2606000000     -2.25469751      0.9036580118E+00
  -0.2605000000     -2.25197637      0.9008516583E+00
  -0.2604000000     -2.24925523      0.8980554120E+00
  -0.2603000000     -2.24653409      0.8952698260E+00
  -0.2602000000     -2.24381295      0.8924953746E+00
  -0.2601000000     -2.24109181      0.8897324563E+00
  -0.2600000000     -2.23837068      0.8869813965E+00
  -0.2599000000     -2.23564954      0.8842424510E+00
  -0.2598000000     -2.23292840      0.8815158088E+00
  -0.2597000000     -2.23020726      0.8788015960E+00
  -0.2596000000     -2.22748612      0.8760998783E+00
  -0.2595000000     -2.22476498      0.8734106655E+00
  -0.2594000000     -2.22204384      0.8707339143E+00
  -0.2593000000     -2.21932271      0.8680695321E+00
  -0.2592000000     -2.21660157      0.8654173806E+00
  -0.2591000000     -2.21388043      0.8627772792E+00
  -0.2590000000     -2.21115929      0.8601490088E+00
  -0.2589000000     -2.20843815      0.8575323146E+00
  -0.2588000000     -2.20571701      0.8549269105E+00
  -0.2587000000     -2.20299588      0.8523324813E+00
  -0.2586000000     -2.20027474      0.8497486865E+00
  -0.2585000000     -2.19755360      0.8471751634E+00
  -0.2584000000     -2.19483246      0.8446115295E+00
  -0.2583000000     -2.19211132      0.8420573854E+00
  -0.2582000000     -2.18939018      0.8395123176E+00
  -0.2581000000     -2.18666905      0.8369759004E+00
  -0.2580000000     -2.18394791      0.8344476981E+00
  -0.2579000000     -2.18122677      0.8319272668E+00
  -0.2578000000     -2.17850563      0.8294141563E+00
  -0.2577000000     -2.17578449      0.8269079109E+00
  -0.2576000000     -2.17306335      0.8244080711E+00
  -0.2575000000     -2.17034222      0.8219141742E+00
  -0.2574000000     -2.16762108      0.8194257547E+00
  -0.2573000000     -2.16489994      0.8169423451E+00
  -0.2572000000     -2.16217880      0.8144634756E+00
  -0.2571000000     -2.15945766      0.8119886745E+00
  -0.2570000000     -2.15673652      0.8095174673E+00
  -0.2569000000     -2.15401538      0.8070493766E+00
  -0.2568000000     -2.15129425      0.8045839216E+00
  -0.2567000000     -2.14857311      0.8021206168E+00
  -0.2566000000     -2.14585197      0.7996589713E+00
  -0.2565000000     -2.14313083      0.7971984878E+00
  -0.2564000000     -2.14040969      0.7947386616E+00
  -0.2563000000     -2.13768855      0.7922789793E+00
  -0.2562000000     -2.13496742      0.7898189178E+00
  -0.2561000000     -2.13224628      0.7873579432E+00
  -0.2560000000     -2.12952514      0.7848955099E+00
  -0.2559000000     -2.12680400      0.7824310594E+00
  -0.2558000000     -2.12408286      0.7799640202E+00
  -0.2557000000     -2.12136172      0.7774938065E+00
  -0.2556000000     -2.11864059      0.7750198185E+00
  -0.2555000000     -2.11591945      0.7725414418E+00
  -0.2554000000     -2.11319831      0.7700580480E+00
  -0.2553000000     -2.11047717      0.7675689949E+00
  -0.2552000000     -2.10775603      0.7650736273E+00
  -0.2551000000     -2.10503489      0.7625712783E+00
  -0.2550000000     -2.10231376      0.7600612705E+00
  -0.2549000000     -2.09959262      0.7575429178E+00
  -0.2548000000     -2.09687148      0.7550155279E+00
  -0.2547000000     -2.09415034      0.7524784041E+00
  -0.2546000000     -2.09142920      0.7499308489E+00
  -0.2545000000     -2.08870806      0.7473721663E+00
  -0.2544000000     -2.08598692      0.7448016658E+00
  -0.2543000000     -2.08326579      0.7422186659E+00
  -0.2542000000     -2.08054465      0.7396224979E+00
  -0.2541000000     -2.07782351      0.7370125100E+00
  -0.2540000000     -2.07510237      0.7343880717E+00
  -0.2539000000     -2.07238123      0.7317485781E+00
  -0.2538000000     -2.06966009      0.7290934547E+00
  -0.2537000000     -2.06693896      0.7264221613E+00
  -0.2536000000     -2.06421782      0.7237341972E+00
  -0.2535000000     -2.06149668      0.7210291053E+00
  -0.2534000000     -2.05877554      0.7183064768E+00
  -0.2533000000     -2.05605440      0.7155659553E+00
  -0.2532000000     -2.05333326      0.7128072410E+00
  -0.2531000000     -2.05061213      0.7100300948E+00
  -0.2530000000     -2.04789099      0.7072343420E+00
  -0.2529000000     -2.04516985      0.7044198757E+00
  -0.2528000000     -2.04244871      0.7015866604E+00
  -0.2527000000     -2.03972757      0.6987347346E+00
  -0.2526000000     -2.03700643      0.6958642138E+00
  -0.2525000000     -2.03428530      0.6929752928E+00
  -0.2524000000     -2.03156416      0.6900682478E+00
