0.01  19.96  0.05   # D_min      D_max       D_step
0.00   1.00  0.05   # delta_min  delta_max   delta_step
400 21              # n_D  n_delta
   2.7039957076    2.7026847260    2.6988612105    2.6924942850    2.6839764257    2.6733360453    2.6608113902    2.6467226386    2.6312029719    2.6144862332    2.5973401851    2.5795328128    2.5615516253    2.5432343485    2.5253153211    2.5073571590    2.4899119082    2.4726252221    2.4559116750    2.4393495986    0.2026423675
   1.5794217061    1.5781769076    1.5744764097    1.5684017868    1.5601080230    1.5497849183    1.5376625589    1.5239967865    1.5090576595    1.4931174521    1.4764406242    1.4592740021    1.4418399128    1.4243306461    1.4069054634    1.3896896340    1.3727755331    1.3562253952    1.3400752679    1.3243397243    1.3090166166
   1.2098850958    1.2086836941    1.2051093636    1.1992500769    1.1912470050    1.1812870502    1.1695931572    1.1564133256    1.1420092579    1.1266451332    1.1105773156    1.0940455000    1.0772654883    1.0604242558    1.0436767106    1.0271448107    1.0109186779    0.9950590601    0.9796011622    0.9645591500    0.9499307003
   0.9879201950    0.9867635477    0.9833224408    0.9776819250    0.9699785146    0.9603928710    0.9491405893    0.9364615279    0.9226089072    0.9078384002    0.8923982573    0.8765207004    0.8604150431    0.8442625974    0.8282139728    0.8123877696    0.7968717230    0.7817250543    0.7669821065    0.7526566110    0.7387460521
   0.8315888336    0.8304780551    0.8271735715    0.8217573795    0.8143610670    0.8051591034    0.7943593493    0.7821934176    0.7689057101    0.7547432211    0.7399459077    0.7247383438    0.7093231195    0.6938759046    0.6785428380    0.6634390680    0.6486500018    0.6342330638    0.6202218024    0.6066294580    0.5934533391
   0.7126078372    0.7115438613    0.7083787320    0.7031913196    0.6961082548    0.6872973914    0.6769588122    0.6653156539    0.6526033489    0.6390600873    0.6249170849    0.6103910375    0.5956783615    0.5809483563    0.5663425895    0.5519728108    0.5379217668    0.5242455017    0.5109765214    0.4981274905    0.4856954292
   0.6177965621    0.6167800828    0.6137564602    0.6088011456    0.6020358685    0.5936216090    0.5837506981    0.5726373090    0.5605078556    0.5475913368    0.5341104412    0.5202740812    0.5062710537    0.4922653908    0.4783936909    0.4647625579    0.4514554313    0.4385248648    0.4260024987    0.4139006223    0.4022156354
   0.5399276317    0.5389591115    0.5360781459    0.5313572016    0.5249125959    0.5168985577    0.5074991614    0.4969198403    0.4853775835    0.4730921607    0.4602758482    0.4471327408    0.4338426752    0.4205641588    0.4074286422    0.3945406947    0.3819795250    0.3697945353    0.3580174713    0.3466600316    0.3357186431
   0.4746017757    0.4736814854    0.4709440155    0.4664585574    0.4603359547    0.4527237025    0.4437976450    0.4337523179    0.4227992748    0.4111453952    0.3989974998    0.3865475065    0.3739715059    0.3614183455    0.3490163429    0.3368663422    0.3250432256    0.3135975835    0.3025588716    0.2919378410    0.2817304763
   0.4189387417    0.4180666518    0.4154726919    0.4112226465    0.4054205722    0.3982098813    0.3897565505    0.3802475787    0.3698827951    0.3588595219    0.3473754074    0.3356147725    0.3237446608    0.3119109420    0.3002354263    0.2888151487    0.2777223161    0.2670058470    0.2566933126    0.2467954894    0.2373076512
   0.3709453003    0.3701212364    0.3676702135    0.3636546020    0.3581747146    0.3513651573    0.3433818516    0.3344041615    0.3246205821    0.3142221318    0.3033956872    0.2923169689    0.2811458564    0.2700221790    0.2590623727    0.2483599266    0.2379837798    0.2279810025    0.2183783734    0.2091855201    0.2003975457
   0.3291880731    0.3284116458    0.3261023703    0.3223208455    0.3171585802    0.3107431212    0.3032250973    0.2947729095    0.2855653547    0.2757836431    0.2656055989    0.2551985203    0.2447150179    0.2342880255    0.2240294675    0.2140284922    0.2043516242    0.1950437634    0.1861304175    0.1776205646    0.1695088749
   0.2925951481    0.2918657702    0.2896964716    0.2861427896    0.2812940698    0.2752689235    0.2682095313    0.2602749102    0.2516338600    0.2424586498    0.2329171214    0.2231684071    0.2133573045    0.2036109010    0.1940358135    0.1847171336    0.1757187440    0.1670834526    0.1588358676    0.1509837683    0.1435217194
   0.2603409618    0.2596578617    0.2576262592    0.2542982328    0.2497576410    0.2441159807    0.2375068211    0.2300799261    0.2219944059    0.2134123291    0.2044928133    0.1953863803    0.1862303966    0.1771454386    0.1682332285    0.1595751824    0.1512317639    0.1432442227    0.1356355430    0.1284141808    0.1215712243
   0.2317817264    0.2311439911    0.2292472797    0.2261402720    0.2219013301    0.2166347683    0.2104660277    0.2035350282    0.1959913655    0.1879875810    0.1796734553    0.1711915938    0.1626703490    0.1542270660    0.1459540237    0.1379318515    0.1302185846    0.1228504756    0.1158521379    0.1092294485    0.1029760918
   0.2064003126    0.2058068397    0.2040420289    0.2011505038    0.1972060398    0.1923053141    0.1865652620    0.1801168524    0.1731000428    0.1656576142    0.1579302784    0.1500519282    0.1421448776    0.1343172552    0.1266606406    0.1192485288    0.1121359364    0.1053602173    0.0989420549    0.0928874796    0.0871898676
   0.1837765421    0.1832261364    0.1815890986    0.1789074448    0.1752487916    0.1707032778    0.1653793543    0.1593989000    0.1528922650    0.1459928081    0.1388323956    0.1315358527    0.1242189875    0.1169835615    0.1099161499    0.1030863894    0.0965464791    0.0903320332    0.0844626070    0.0789436409    0.0737682853
   0.1635623121    0.1630536175    0.1615406379    0.1590620298    0.1556802772    0.1514784785    0.1465569175    0.1410284381    0.1350141302    0.1286378770    0.1220223907    0.1152849783    0.1085336898    0.1018644858    0.0953587696    0.0890826611    0.0830857330    0.0774016542    0.0720490232    0.0670327126    0.0623456777
   0.1454669934    0.1449985920    0.1436053915    0.1413228274    0.1382081653    0.1343377223    0.1298039409    0.1247106578    0.1191694146    0.1132955386    0.1072025806    0.1009999853    0.0947886870    0.0886586388    0.0826866541    0.0769349760    0.0714506862    0.0662656955    0.0613976474    0.0568509897    0.0526185783
   0.1292445956    0.1288149828    0.1275369957    0.1254430769    0.1225852117    0.1190333217    0.1148716249    0.1101956470    0.1051079629    0.0997145520    0.0941209097    0.0884281518    0.0827305806    0.0771122804    0.0716453973    0.0663885913    0.0613864367    0.0566692347    0.0522537999    0.0481442069    0.0443332618
   0.1146853570    0.1142929034    0.1131254152    0.1112120763    0.1086002708    0.1053537931    0.1015477465    0.0972707151    0.0926160404    0.0876809079    0.0825624004    0.0773542271    0.0721437512    0.0670094473    0.0620189124    0.0572274258    0.0526771013    0.0483968437    0.0444024997    0.0406979622    0.0372761035
   0.1016079081    0.1012509684    0.1001890238    0.0984483078    0.0960714219    0.0931154241    0.0896495671    0.0857526822    0.0815101039    0.0770105243    0.0723429518    0.0675936646    0.0628434890    0.0581654045    0.0536226494    0.0492671735    0.0451388652    0.0412651369    0.0376611710    0.0343306422    0.0312666203
   0.0898552378    0.0895321242    0.0885707224    0.0869944575    0.0848411671    0.0821618590    0.0790188562    0.0754829723    0.0716313063    0.0675443608    0.0633032996    0.0589872052    0.0546706006    0.0504212085    0.0462980212    0.0423472410    0.0386142799    0.0351175362    0.0318741905    0.0288878207    0.0261516812
   0.0792902171    0.0789992266    0.0781331882    0.0767127916    0.0747715650    0.0723547383    0.0695175776    0.0663234026    0.0628413709    0.0591441023    0.0553051914    0.0513967784    0.0474873754    0.0436395205    0.0399081976    0.0363391548    0.0329680534    0.0298198051    0.0269084921    0.0242376701    0.0218009512
   0.0697921821    0.0695315610    0.0687557637    0.0674828070    0.0657420549    0.0635731531    0.0610247919    0.0581530307    0.0550194212    0.0516889690    0.0482280606    0.0447021873    0.0411713094    0.0377011157    0.0343346915    0.0311176208    0.0280836335    0.0252565044    0.0226499260    0.0202675073    0.0181032684
   0.0612545405    0.0610225566    0.0603318060    0.0591978119    0.0576459109    0.0557104913    0.0534339665    0.0508654430    0.0480591996    0.0450730319    0.0419663247    0.0387957052    0.0356258882    0.0325022132    0.0294746455    0.0265833263    0.0238602312    0.0213281475    0.0190003885    0.0168807101    0.0149637722
   0.0535827184    0.0533776147    0.0527667499    0.0517632613    0.0503886984    0.0486724364    0.0466509173    0.0443666675    0.0418670657    0.0392029721    0.0364246726    0.0335929077    0.0307517390    0.0279523000    0.0252384311    0.0226478065    0.0202106238    0.0179488332    0.0158754660    0.0139945992    0.0123011185
   0.0466923605    0.0465124452    0.0459763618    0.0450950289    0.0438864063    0.0423751505    0.0405921025    0.0385734896    0.0363601953    0.0339940068    0.0315290713    0.0290051313    0.0264713719    0.0239721364    0.0215479720    0.0192340831    0.0170591594    0.0150443265    0.0132024113    0.0115377092    0.0100458385
   0.0405081116    0.0403516853    0.0398853576    0.0391179612    0.0380640922    0.0367439808    0.0351831189    0.0334119575    0.0314626511    0.0293808888    0.0271997301    0.0249636283    0.0227143792    0.0204923885    0.0183350010    0.0162751697    0.0143401611    0.0125502908    0.0109183535    0.0094489783    0.0081384048
   0.0349623553    0.0348277593    0.0344262629    0.0337647391    0.0328546853    0.0317121234    0.0303576741    0.0288162444    0.0271167271    0.0252913722    0.0233753470    0.0214054121    0.0194187987    0.0174521204    0.0155397891    0.0137126453    0.0119964755    0.0104110866    0.0089691916    0.0076758193    0.0065278895
   0.0299941717    0.0298797894    0.0295383179    0.0289749145    0.0281979878    0.0272198445    0.0260564358    0.0247275498    0.0232566901    0.0216707462    0.0199995203    0.0182749531    0.0165300725    0.0147979277    0.0131101533    0.0114954501    0.0099784987    0.0085785022    0.0073082007    0.0061730280    0.0051704667
   0.0255489280    0.0254531897    0.0251670863    0.0246940654    0.0240399477    0.0232134184    0.0222261975    0.0210933241    0.0198332600    0.0184678337    0.0170219644    0.0155230074    0.0140000750    0.0124828399    0.0110001897    0.0095791092    0.0082430521    0.0070107775    0.0058949620    0.0049015737    0.0040288969
   0.0215768713    0.0214982591    0.0212630245    0.0208730508    0.0203292975    0.0196445917    0.0188192901    0.0178665408    0.0168001399    0.0156372418    0.0143981603    0.0131060890    0.0117863757    0.0104654331    0.0091698428    0.0079247528    0.0067526317    0.0056716319    0.0046947071    0.0038281881    0.0030710613
   0.0180306983    0.0179677589    0.0177803127    0.0174675913    0.0170295828    0.0164699280    0.0157928812    0.0150050365    0.0141159683    0.0131384351    0.0120885707    0.0109856437    0.0098513770    0.0087094023    0.0075839168    0.0064984930    0.0054744610    0.0045297768    0.0036773642    0.0029240419    0.0022695463
   0.0148772842    0.0148286078    0.0146822852    0.0144375750    0.0140936617    0.0136502819    0.0131083960    0.0124709947    0.0117436902    0.0109352740    0.0100579998    0.0091273776    0.0081620204    0.0071827351    0.0062116284    0.0052705968    0.0043802294    0.0035579956    0.0028169581    0.0021644431    0.0016008888
   0.0120722587    0.0120365136    0.0119286086    0.0117466829    0.0114881412    0.0111502745    0.0107311362    0.0102304158    0.0096501145    0.0089955033    0.0082750546    0.0075010423    0.0066890291    0.0058573097    0.0050258531    0.0042152756    0.0034451770    0.0027327184    0.0020911210    0.0015281995    0.0010451125
   0.0095846234    0.0095605262    0.0094872658    0.0093620067    0.0091805306    0.0089380008    0.0086298496    0.0082527560    0.0078056467    0.0072902311    0.0067118729    0.0060797228    0.0054066021    0.0047082763    0.0040029907    0.0033098927    0.0026477972    0.0020335769    0.0014805768    0.0009970997    0.0005849603
   0.0073839325    0.0073703057    0.0073281365    0.0072537255    0.0071414409    0.0069846156    0.0067763316    0.0065106695    0.0061834971    0.0057936920    0.0053436450    0.0048396481    0.0042918015    0.0037138844    0.0031222207    0.0025347163    0.0019694200    0.0014429271    0.0009687264    0.0005526655    0.0002058379
   0.0054425216    0.0054382184    0.0054237608    0.0053947098    0.0053442745    0.0052640603    0.0051451602    0.0049793261    0.0047598479    0.0044829361    0.0041482855    0.0037596009    0.0033245593    0.0028549218    0.0023653500    0.0018725376    0.0013938180    0.0009455155    0.0005383442    0.0001900563   -0.0001046331
   0.0037351830    0.0037391325    0.0037492163    0.0037603822    0.0037648077    0.0037526898    0.0037134251    0.0036365663    0.0035132919    0.0033374038    0.0031061481    0.0028170268    0.0024870166    0.0021145002    0.0017164073    0.0013083469    0.0009069008    0.0005281021    0.0001856834   -0.0001106250   -0.0003573669
   0.0022389369    0.0022501396    0.0022818281    0.0023283967    0.0023811912    0.0024292568    0.0024603588    0.0024624164    0.0024246542    0.0023367911    0.0021996042    0.0020066454    0.0017633812    0.0014777602    0.0011614576    0.0008290568    0.0004964066    0.0001793089   -0.0001082802   -0.0003566473   -0.0005611783
   0.0009329547    0.0009504803    0.0010009740    0.0010784824    0.0011735558    0.0012743392    0.0013672950    0.0014390736    0.0014767085    0.0014703775    0.0014132113    0.0013024241    0.0011397936    0.0009316400    0.0006883092    0.0004232357    0.0001517205   -0.0001105937   -0.0003500871   -0.0005561139   -0.0007238952
  -0.0002017778   -0.0001788009   -0.0001120404   -0.0000078087    0.0001239774    0.0002705001    0.0004174076    0.0005498858    0.0006539846    0.0007178474    0.0007330538    0.0006950485    0.0006040074    0.0004646941    0.0002862175    0.0000809544   -0.0001362390   -0.0003503930   -0.0005472829   -0.0007163138   -0.0008520309
  -0.0011825999   -0.0011549748   -0.0010743262   -0.0009471758   -0.0007839942   -0.0005980399   -0.0004045251   -0.0002192140   -0.0000573608    0.0000679812    0.0001467531    0.0001729267    0.0001451723    0.0000668764   -0.0000541946   -0.0002063222   -0.0003755845   -0.0005471363   -0.0007066842   -0.0008433230   -0.0009511422
  -0.0020251864   -0.0019936472   -0.0019013284   -0.0017548698   -0.0015650580   -0.0013455734   -0.0011121567   -0.0008815253   -0.0006696387   -0.0004909340   -0.0003566469   -0.0002741625   -0.0002462227   -0.0002707576   -0.0003409637   -0.0004462665   -0.0005733403   -0.0007072364   -0.0008340026   -0.0009423554   -0.0010260909
  -0.0027439193   -0.0027090884   -0.0026070987   -0.0024446818   -0.0022326551   -0.0019850006   -0.0017179143   -0.0014486648   -0.0011940270   -0.0009693108   -0.0007868834   -0.0006553336   -0.0005786537   -0.0005557989   -0.0005813953   -0.0006455270   -0.0007351846   -0.0008360901   -0.0009341388   -0.0010179872   -0.0010808276
  -0.0033517631   -0.0033143789   -0.0032045558   -0.0030291032   -0.0027989008   -0.0025280179   -0.0022329821   -0.0019313063   -0.0016404619   -0.0013764833   -0.0011526574   -0.0009786150   -0.0008594952   -0.0007953423   -0.0007817613   -0.0008095193   -0.0008664286   -0.0009383675   -0.0010114035   -0.0010739300   -0.0011187267
  -0.0038606551   -0.0038212227   -0.0037052397   -0.0035195133   -0.0032747611   -0.0029851804   -0.0026672569   -0.0023388668   -0.0020178530   -0.0017207450   -0.0014616783   -0.0012511610   -0.0010952053   -0.0009952457   -0.0009473034   -0.0009433019   -0.0009714656   -0.0010181170   -0.0010694066   -0.0011134143   -0.0011427652
  -0.0042812862   -0.0042403207   -0.0041197207   -0.0039261073   -0.0036701191   -0.0033659415   -0.0030298975   -0.0026799519   -0.0023341624   -0.0020095524   -0.0017208014   -0.0014790918   -0.0012916702   -0.0011606023   -0.0010828693   -0.0010511032   -0.0010541776   -0.0010788352   -0.0011111861   -0.0011392688   -0.0011552720
  -0.0046234180   -0.0045813837   -0.0044574795   -0.0042582293   -0.0039941424   -0.0036789768   -0.0033290430   -0.0029621633   -0.0025965421   -0.0022494214   -0.0019360724   -0.0016682484   -0.0014540091   -0.0012960767   -0.0011925334   -0.0011366177   -0.0011179646   -0.0011234440   -0.0011394246   -0.0011536656   -0.0011583597
  -0.0048958801   -0.0048531741   -0.0047272053   -0.0045243322   -0.0042547881   -0.0039319764   -0.0035719638   -0.0031923725   -0.0028113579   -0.0024463454   -0.0021127973   -0.0018233084   -0.0015864508   -0.0014057012   -0.0012799463   -0.0012031876   -0.0011656212   -0.0011544650   -0.0011562787   -0.0011587706   -0.0011537699
  -0.0051067474   -0.0050637503   -0.0049367979   -0.0047321479   -0.0044594634   -0.0041319486   -0.0037652597   -0.0033767121   -0.0029842698   -0.0026054805   -0.0022559286   -0.0019488489   -0.0016930129   -0.0014928066   -0.0013481491   -0.0012535279   -0.0011996103   -0.0011741692   -0.0011637324   -0.0011561393   -0.0011430001
  -0.0052632527   -0.0052202793   -0.0050934144   -0.0048883978   -0.0046147674   -0.0042851735   -0.0039148447   -0.0035206793   -0.0031204326   -0.0027314010   -0.0023697242   -0.0020484060   -0.0017770644   -0.0015608321   -0.0014000248   -0.0012900650   -0.0012221410   -0.0011842958   -0.0011634103   -0.0011472757   -0.0011272032
  -0.0053719737   -0.0053293220   -0.0052032374   -0.0049993429   -0.0047266642   -0.0043973289   -0.0040260587   -0.0036292769   -0.0032242418   -0.0028284342   -0.0024577528   -0.0021254453   -0.0018416239   -0.0016122028   -0.0014379275   -0.0013149085   -0.0012348777   -0.0011865084   -0.0011567461   -0.0011333003   -0.0011074074
  -0.0054387187   -0.0053966310   -0.0052721536   -0.0050705771   -0.0048004567   -0.0044734384   -0.0041035692   -0.0037068198   -0.0032999758   -0.0029002906   -0.0025233546   -0.0021829837   -0.0018894926   -0.0016492321   -0.0014637521   -0.0013298056   -0.0012396235   -0.0011822107   -0.0011448245   -0.0011152579   -0.0010845812
  -0.0054689682   -0.0054276531   -0.0053054030   -0.0051071465   -0.0048410542   -0.0045180999   -0.0041517277   -0.0037572657   -0.0033510390   -0.0029499682   -0.0025695545   -0.0022235429   -0.0019228046   -0.0016740473   -0.0014794512   -0.0013362954   -0.0012375124   -0.0011724800   -0.0011286937   -0.0010939641   -0.0010593898
  -0.0054674868   -0.0054271336   -0.0053076152   -0.0051136281   -0.0048527741   -0.0045354267   -0.0041743358   -0.0037840972   -0.0033808995   -0.0029805858   -0.0025988474   -0.0022495299   -0.0019436367   -0.0016883660   -0.0014863589   -0.0013357593   -0.0012297811   -0.0011583477   -0.0011091541   -0.0010702315   -0.0010324576
  -0.0054385710   -0.0053993305   -0.0052830609   -0.0050940784   -0.0048395012   -0.0045290322   -0.0041746854   -0.0037906283   -0.0033920606   -0.0029945749   -0.0026135752   -0.0022629409   -0.0019538147   -0.0016938207   -0.0014860468   -0.0013293427   -0.0012174379   -0.0011406604   -0.0010870181   -0.0010446169   -0.0010042312
  -0.0053861678   -0.0053481678   -0.0052354975   -0.0050521428   -0.0048047224   -0.0045022958   -0.0041560677   -0.0037795915   -0.0033872076   -0.0029942591   -0.0026157879   -0.0022656013   -0.0019548353   -0.0016915780   -0.0014796039   -0.0013180230   -0.0012013110   -0.0011200969   -0.0010628294   -0.0010175784   -0.0009752093
  -0.0053137424   -0.0052770760   -0.0051683047   -0.0049911132   -0.0047515703   -0.0044579329   -0.0041209856   -0.0037533828   -0.0033686613   -0.0029817182   -0.0026072483   -0.0022588946   -0.0019480749   -0.0016830644   -0.0014680200   -0.0013027214   -0.0011820448   -0.0010973430   -0.0010371156   -0.0009896139   -0.0009456986
  -0.0052244985   -0.0051892601   -0.0050846727   -0.0049140109   -0.0046828762   -0.0043988355   -0.0040721345   -0.0037141749   -0.0033382778   -0.0029585881   -0.0025895186   -0.0022443782   -0.0019347399   -0.0016691302   -0.0014522122   -0.0012841297   -0.0011604399   -0.0010728455   -0.0010102473   -0.0009610357   -0.0009159083
  -0.0051210224   -0.0050872567   -0.0049869868   -0.0048232137   -0.0046008014   -0.0043271283   -0.0040112822   -0.0036639989   -0.0032978643   -0.0029265944   -0.0025639642   -0.0022231920   -0.0019158482   -0.0016507211   -0.0014328433   -0.0012628211   -0.0011369126   -0.0010471104   -0.0009826630   -0.0009320817   -0.0008862807
