# Phonon free energy and specific heat from phonopy-FHI-aims
# Phonon zero point energy =            0.123284843 eV 
#     Temperature (K)          Free energy (eV/cell)     Internal energy (eV/cell)                 c_v (kB/cell)              -TS_vib(eV/cell)
             757.054                   -0.237212818                   0.407084056                   5.765712589                  -0.644296874
             758.052                   -0.238063141                   0.407580312                   5.766307607                  -0.645643453
             759.051                   -0.238914118                   0.408076619                   5.766900389                  -0.646990738
             760.050                   -0.239765748                   0.408572978                   5.767490947                  -0.648338726
             761.049                   -0.240618031                   0.409069387                   5.768079292                  -0.649687417
             762.047                   -0.241470964                   0.409565846                   5.768665433                  -0.651036811
             763.046                   -0.242324549                   0.410062356                   5.769249383                  -0.652386905
             764.045                   -0.243178783                   0.410558916                   5.769831152                  -0.653737700
             765.044                   -0.244033667                   0.411055526                   5.770410750                  -0.655089193
             766.042                   -0.244889199                   0.411552186                   5.770988189                  -0.656441385
             767.041                   -0.245745378                   0.412048896                   5.771563478                  -0.657794274
             768.040                   -0.246602204                   0.412545655                   5.772136629                  -0.659147859
             769.039                   -0.247459677                   0.413042463                   5.772707651                  -0.660502139
             770.037                   -0.248317794                   0.413539320                   5.773276556                  -0.661857114
             771.036                   -0.249176556                   0.414036226                   5.773843353                  -0.663212782
             772.035                   -0.250035962                   0.414533181                   5.774408054                  -0.664569142
             773.034                   -0.250896010                   0.415030184                   5.774970667                  -0.665926194
             774.032                   -0.251756701                   0.415527236                   5.775531203                  -0.667283937
             775.031                   -0.252618033                   0.416024336                   5.776089672                  -0.668642368
             776.030                   -0.253480006                   0.416521483                   5.776646085                  -0.670001489
             777.029                   -0.254342618                   0.417018679                   5.777200451                  -0.671361297
             778.027                   -0.255205870                   0.417515922                   5.777752780                  -0.672721792
             779.026                   -0.256069760                   0.418013213                   5.778303082                  -0.674082973
             780.025                   -0.256934288                   0.418510550                   5.778851367                  -0.675444838
             781.024                   -0.257799452                   0.419007935                   5.779397644                  -0.676807387
             782.022                   -0.258665253                   0.419505367                   5.779941923                  -0.678170620
             783.021                   -0.259531688                   0.420002846                   5.780484214                  -0.679534534
             784.020                   -0.260398759                   0.420500371                   5.781024526                  -0.680899130
             785.019                   -0.261266463                   0.420997943                   5.781562869                  -0.682264406
             786.017                   -0.262134800                   0.421495561                   5.782099252                  -0.683630361
             787.016                   -0.263003770                   0.421993225                   5.782633685                  -0.684996995
             788.015                   -0.263873371                   0.422490935                   5.783166177                  -0.686364306
             789.014                   -0.264743603                   0.422988691                   5.783696737                  -0.687732294
             790.012                   -0.265614465                   0.423486492                   5.784225375                  -0.689100957
             791.011                   -0.266485957                   0.423984338                   5.784752099                  -0.690470295
             792.010                   -0.267358077                   0.424482230                   5.785276919                  -0.691840307
             793.009                   -0.268230825                   0.424980167                   5.785799843                  -0.693210992
             794.007                   -0.269104200                   0.425478149                   5.786320882                  -0.694582349
             795.006                   -0.269978202                   0.425976176                   5.786840043                  -0.695954378
             796.005                   -0.270852829                   0.426474247                   5.787357335                  -0.697327076
             797.004                   -0.271728081                   0.426972363                   5.787872769                  -0.698700444
             798.002                   -0.272603957                   0.427470523                   5.788386351                  -0.700074481
             799.001                   -0.273480457                   0.427968727                   5.788898092                  -0.701449185
             800.000                   -0.274357580                   0.428466975                   5.789407999                  -0.702824556
