#
# Phonon bands from phonopy-FHI-aims!
#
# Reciprocal lattice vector   -1.102507    1.102507    1.102507 
# Reciprocal lattice vector    1.102507   -1.102507    1.102507 
# Reciprocal lattice vector    1.102507    1.102507   -1.102507 
#
# Start point for band 00, Gamma = (  0.00000,  0.00000,  0.00000) will be at real distance =     0.00000 
#   End point for band 00, Delta = (  0.00000,  0.25000,  0.25000) will be at real distance =     0.35355 
#
# Start point for band 01, Delta = (  0.00000,  0.25000,  0.25000) will be at real distance =     0.35355 
#   End point for band 01,     X = (  0.00000,  0.50000,  0.50000) will be at real distance =     0.70711 
#
# Start point for band 02,     X = (  0.00000,  0.50000,  0.50000) will be at real distance =     0.70711 
#   End point for band 02,     W = (  0.25000,  0.50000,  0.75000) will be at real distance =     1.06066 
#
# Start point for band 03,     W = (  0.25000,  0.50000,  0.75000) will be at real distance =     1.06066 
#   End point for band 03,     K = (  0.37500,  0.37500,  0.75000) will be at real distance =     1.23744 
#
# Start point for band 04,     K = (  0.37500,  0.37500,  0.75000) will be at real distance =     1.23744 
#   End point for band 04, Gamma = (  0.00000,  0.00000,  0.00000) will be at real distance =     2.15600 
#
# Start point for band 05, Gamma = (  0.00000,  0.00000,  0.00000) will be at real distance =     2.15600 
#   End point for band 05, Lambda = (  0.25000,  0.25000,  0.25000) will be at real distance =     2.58901 
#
# Start point for band 06, Lambda = (  0.25000,  0.25000,  0.25000) will be at real distance =     2.58901 
#   End point for band 06,     L = (  0.50000,  0.50000,  0.50000) will be at real distance =     3.02202 
#
# number of phonon branches : 6 
#
# q-distance(frac.)  frequencies(cm^-1) 
0.000000    -0.064727   -0.064727   -0.064727  154.064927  154.064927  154.064927 
0.003571     0.854797    0.854797    1.472419  154.065437  154.066691  154.066691 
0.007142     1.713145    1.713145    2.946837  154.066966  154.071984  154.071984 
0.010714     2.570432    2.570432    4.420509  154.069512  154.080801  154.080801 
0.014285     3.427151    3.427151    5.893657  154.073069  154.093134  154.093134 
0.017856     4.283303    4.283303    7.366218  154.077630  154.108972  154.108972 
0.021427     5.138807    5.138807    8.838079  154.083186  154.128303  154.128303 
0.024999     5.993560    5.993560   10.309116  154.089727  154.151110  154.151110 
0.028570     6.847450    6.847450   11.779200  154.097238  154.177373  154.177373 
0.032141     7.700363    7.700363   13.248199  154.105705  154.207071  154.207071 
0.035712     8.552180    8.552180   14.715981  154.115111  154.240177  154.240177 
0.039284     9.402786    9.402786   16.182413  154.125437  154.276665  154.276665 
0.042855    10.252063   10.252063   17.647364  154.136663  154.316502  154.316502 
0.046426    11.099892   11.099892   19.110699  154.148765  154.359657  154.359657 
0.049997    11.946158   11.946158   20.572288  154.161719  154.406091  154.406091 
0.053569    12.790744   12.790744   22.031998  154.175499  154.455766  154.455766 
0.057140    13.633534   13.633534   23.489698  154.190076  154.508639  154.508639 
0.060711    14.474413   14.474413   24.945257  154.205420  154.564667  154.564667 
0.064282    15.313267   15.313267   26.398544  154.221500  154.623802  154.623802 
0.067854    16.149982   16.149982   27.849430  154.238282  154.685994  154.685994 
0.071425    16.984445   16.984445   29.297786  154.255731  154.751192  154.751192 
0.074996    17.816545   17.816545   30.743482  154.273810  154.819339  154.819339 
0.078567    18.646171   18.646171   32.186392  154.292480  154.890380  154.890380 
0.082139    19.473213   19.473213   33.626386  154.311703  154.964254  154.964254 
0.085710    20.297562   20.297562   35.063340  154.331436  155.040900  155.040900 
0.089281    21.119110   21.119110   36.497127  154.351636  155.120254  155.120254 
0.092852    21.937752   21.937752   37.927623  154.372259  155.202249  155.202249 
0.096424    22.753381   22.753381   39.354702  154.393259  155.286818  155.286818 
0.099995    23.565894   23.565894   40.778242  154.414590  155.373890  155.373890 
0.103566    24.375187   24.375187   42.198121  154.436203  155.463393  155.463393 
0.107137    25.181158   25.181158   43.614216  154.458047  155.555252  155.555252 
0.110709    25.983708   25.983708   45.026407  154.480074  155.649393  155.649393 
0.114280    26.782737   26.782737   46.434574  154.502230  155.745736  155.745736 
0.117851    27.578148   27.578148   47.838599  154.524462  155.844204  155.844204 
0.121422    28.369844   28.369844   49.238364  154.546718  155.944715  155.944715 
0.124994    29.157730   29.157730   50.633752  154.568941  156.047186  156.047186 
0.128565    29.941712   29.941712   52.024648  154.591077  156.151534  156.151534 
0.132136    30.721699   30.721699   53.410937  154.613069  156.257675  156.257675 
0.135707    31.497601   31.497601   54.792505  154.634859  156.365520  156.365520 
0.139279    32.269326   32.269326   56.169240  154.656389  156.474984  156.474984 
0.142850    33.036790   33.036790   57.541031  154.677601  156.585978  156.585978 
0.146421    33.799904   33.799904   58.907768  154.698436  156.698412  156.698412 
0.149992    34.558585   34.558585   60.269342  154.718833  156.812196  156.812196 
0.153564    35.312749   35.312749   61.625644  154.738733  156.927238  156.927238 
0.157135    36.062315   36.062315   62.976569  154.758076  157.043448  157.043448 
0.160706    36.807204   36.807204   64.322012  154.776799  157.160731  157.160731 
0.164277    37.547337   37.547337   65.661867  154.794843  157.278996  157.278996 
0.167849    38.282638   38.282638   66.996032  154.812146  157.398149  157.398149 
0.171420    39.013030   39.013030   68.324405  154.828647  157.518097  157.518097 
0.174991    39.738442   39.738442   69.646887  154.844285  157.638745  157.638745 
0.178562    40.458800   40.458800   70.963377  154.858997  157.759999  157.759999 
0.182134    41.174036   41.174036   72.273778  154.872724  157.881765  157.881765 
0.185705    41.884079   41.884079   73.577994  154.885404  158.003949  158.003949 
0.189276    42.588864   42.588864   74.875929  154.896977  158.126457  158.126457 
0.192847    43.288325   43.288325   76.167489  154.907381  158.249195  158.249195 
0.196419    43.982398   43.982398   77.452581  154.916558  158.372070  158.372070 
