# Phonon free energy and specific heat from phonopy-FHI-aims
# Phonon zero point energy =            0.050198751 eV 
#     Temperature (K)          Free energy (eV/cell)     Internal energy (eV/cell)                 c_v (kB/cell)              -TS_vib(eV/cell)
             412.484                   -0.167730455                   0.217464446                   5.883156719                  -0.385194901
             413.483                   -0.168663743                   0.217970808                   5.883712440                  -0.386634551
             414.482                   -0.169598254                   0.218477218                   5.884264224                  -0.388075472
             415.481                   -0.170533985                   0.218983676                   5.884812109                  -0.389517661
             416.479                   -0.171470934                   0.219490180                   5.885356132                  -0.390961114
             417.478                   -0.172409097                   0.219996731                   5.885896327                  -0.392405829
             418.477                   -0.173348473                   0.220503329                   5.886432732                  -0.393851802
             419.476                   -0.174289057                   0.221009972                   5.886965381                  -0.395299030
             420.474                   -0.175230848                   0.221516662                   5.887494309                  -0.396747510
             421.473                   -0.176173843                   0.222023396                   5.888019550                  -0.398197239
             422.472                   -0.177118038                   0.222530176                   5.888541139                  -0.399648214
             423.471                   -0.178063431                   0.223037000                   5.889059108                  -0.401100432
             424.469                   -0.179010020                   0.223543869                   5.889573492                  -0.402553889
             425.468                   -0.179957802                   0.224050782                   5.890084324                  -0.404008583
             426.467                   -0.180906773                   0.224557738                   5.890591635                  -0.405464512
             427.466                   -0.181856932                   0.225064739                   5.891095457                  -0.406921671
             428.464                   -0.182808276                   0.225571782                   5.891595823                  -0.408380058
             429.463                   -0.183760801                   0.226078868                   5.892092764                  -0.409839669
             430.462                   -0.184714506                   0.226585997                   5.892586312                  -0.411300503
             431.461                   -0.185669387                   0.227093168                   5.893076495                  -0.412762556
             432.459                   -0.186625443                   0.227600382                   5.893563346                  -0.414225824
             433.458                   -0.187582670                   0.228107637                   5.894046894                  -0.415690306
             434.457                   -0.188541065                   0.228614933                   5.894527169                  -0.417155999
             435.456                   -0.189500627                   0.229122271                   5.895004199                  -0.418622898
             436.454                   -0.190461353                   0.229629650                   5.895478015                  -0.420091003
             437.453                   -0.191423240                   0.230137069                   5.895948645                  -0.421560309
             438.452                   -0.192386285                   0.230644529                   5.896416117                  -0.423030814
             439.451                   -0.193350486                   0.231152029                   5.896880459                  -0.424502515
             440.449                   -0.194315841                   0.231659568                   5.897341699                  -0.425975409
             441.448                   -0.195282347                   0.232167147                   5.897799864                  -0.427449494
             442.447                   -0.196250001                   0.232674766                   5.898254982                  -0.428924767
             443.446                   -0.197218801                   0.233182423                   5.898707079                  -0.430401224
             444.444                   -0.198188744                   0.233690120                   5.899156183                  -0.431878864
             445.443                   -0.199159829                   0.234197854                   5.899602319                  -0.433357683
             446.442                   -0.200132051                   0.234705628                   5.900045513                  -0.434837679
             447.441                   -0.201105410                   0.235213439                   5.900485790                  -0.436318849
             448.439                   -0.202079903                   0.235721288                   5.900923178                  -0.437801190
             449.438                   -0.203055526                   0.236229174                   5.901357699                  -0.439284700
             450.437                   -0.204032278                   0.236737098                   5.901789381                  -0.440769376
             451.436                   -0.205010157                   0.237245058                   5.902218246                  -0.442255215
             452.434                   -0.205989159                   0.237753056                   5.902644319                  -0.443742215
             453.433                   -0.206969283                   0.238261090                   5.903067625                  -0.445230372
             454.432                   -0.207950525                   0.238769160                   5.903488187                  -0.446719686
             455.431                   -0.208932885                   0.239277267                   5.903906029                  -0.448210151
             456.429                   -0.209916359                   0.239785409                   5.904321174                  -0.449701768
             457.428                   -0.210900944                   0.240293587                   5.904733645                  -0.451194531
             458.427                   -0.211886640                   0.240801800                   5.905143465                  -0.452688440
             459.426                   -0.212873442                   0.241310049                   5.905550656                  -0.454183491
             460.424                   -0.213861350                   0.241818332                   5.905955242                  -0.455679682
             461.423                   -0.214850360                   0.242326650                   5.906357244                  -0.457177010
             462.422                   -0.215840470                   0.242835003                   5.906756683                  -0.458675473
             463.421                   -0.216831679                   0.243343389                   5.907153582                  -0.460175068
             464.419                   -0.217823983                   0.243851810                   5.907547962                  -0.461675793
             465.418                   -0.218817380                   0.244360265                   5.907939844                  -0.463177645
             466.417                   -0.219811869                   0.244868753                   5.908329249                  -0.464680622
             467.416                   -0.220807446                   0.245377275                   5.908716198                  -0.466184721
             468.414                   -0.221804110                   0.245885830                   5.909100711                  -0.467689940
             469.413                   -0.222801859                   0.246394418                   5.909482809                  -0.469196277
             470.412                   -0.223800690                   0.246903039                   5.909862512                  -0.470703728
             471.411                   -0.224800600                   0.247411692                   5.910239840                  -0.472212292
             472.409                   -0.225801588                   0.247920378                   5.910614812                  -0.473721966
             473.408                   -0.226803652                   0.248429096                   5.910987447                  -0.475232748
             474.407                   -0.227806789                   0.248937845                   5.911357766                  -0.476744634
             475.406                   -0.228810997                   0.249446627                   5.911725788                  -0.478257624
             476.404                   -0.229816274                   0.249955440                   5.912091530                  -0.479771714
             477.403                   -0.230822618                   0.250464285                   5.912455013                  -0.481286903
             478.402                   -0.231830026                   0.250973160                   5.912816254                  -0.482803187
             479.401                   -0.232838497                   0.251482067                   5.913175271                  -0.484320564
             480.400                   -0.233848028                   0.251991005                   5.913532084                  -0.485839033
             481.398                   -0.234858617                   0.252499973                   5.913886709                  -0.487358590
             482.397                   -0.235870262                   0.253008971                   5.914239165                  -0.488879233
             483.396                   -0.236882961                   0.253518000                   5.914589469                  -0.490400961
             484.395                   -0.237896711                   0.254027059                   5.914937638                  -0.491923771
             485.393                   -0.238911512                   0.254536148                   5.915283691                  -0.493447660
             486.392                   -0.239927360                   0.255045266                   5.915627643                  -0.494972626
             487.391                   -0.240944253                   0.255554414                   5.915969513                  -0.496498667
             488.390                   -0.241962189                   0.256063592                   5.916309316                  -0.498025781
             489.388                   -0.242981167                   0.256572798                   5.916647069                  -0.499553965
             490.387                   -0.244001185                   0.257082033                   5.916982788                  -0.501083218
             491.386                   -0.245022239                   0.257591298                   5.917316490                  -0.502613537
             492.385                   -0.246044328                   0.258100590                   5.917648192                  -0.504144919
             493.383                   -0.247067451                   0.258609912                   5.917977907                  -0.505677363
             494.382                   -0.248091604                   0.259119261                   5.918305654                  -0.507210866
             495.381                   -0.249116787                   0.259628639                   5.918631446                  -0.508745426
             496.380                   -0.250142997                   0.260138045                   5.918955300                  -0.510281042
             497.378                   -0.251170231                   0.260647478                   5.919277231                  -0.511817710
             498.377                   -0.252198489                   0.261156940                   5.919597254                  -0.513355428
             499.376                   -0.253227767                   0.261666428                   5.919915384                  -0.514894195
             500.375                   -0.254258065                   0.262175944                   5.920231635                  -0.516434009
             501.373                   -0.255289379                   0.262685487                   5.920546024                  -0.517974866
             502.372                   -0.256321709                   0.263195057                   5.920858563                  -0.519516766
             503.371                   -0.257355052                   0.263704654                   5.921169268                  -0.521059706
             504.370                   -0.258389406                   0.264214277                   5.921478152                  -0.522603683
             505.368                   -0.259424769                   0.264723927                   5.921785231                  -0.524148696
             506.367                   -0.260461139                   0.265233604                   5.922090518                  -0.525694743
             507.366                   -0.261498515                   0.265743306                   5.922394026                  -0.527241821
             508.365                   -0.262536894                   0.266253035                   5.922695770                  -0.528789928
             509.363                   -0.263576274                   0.266762789                   5.922995763                  -0.530339063
             510.362                   -0.264616654                   0.267272569                   5.923294019                  -0.531889223
             511.361                   -0.265658032                   0.267782375                   5.923590551                  -0.533440407
             512.360                   -0.266700405                   0.268292206                   5.923885372                  -0.534992611
             513.358                   -0.267743772                   0.268802063                   5.924178495                  -0.536545835
             514.357                   -0.268788131                   0.269311945                   5.924469934                  -0.538100076
             515.356                   -0.269833481                   0.269821851                   5.924759700                  -0.539655332
             516.355                   -0.270879818                   0.270331783                   5.925047808                  -0.541211601
             517.353                   -0.271927142                   0.270841739                   5.925334269                  -0.542768881
             518.352                   -0.272975450                   0.271351720                   5.925619096                  -0.544327170
             519.351                   -0.274024741                   0.271861726                   5.925902301                  -0.545886467
             520.350                   -0.275075013                   0.272371755                   5.926183897                  -0.547446768
             521.348                   -0.276126264                   0.272881809                   5.926463895                  -0.549008073
             522.347                   -0.277178491                   0.273391887                   5.926742308                  -0.550570378
             523.346                   -0.278231695                   0.273901989                   5.927019148                  -0.552133683
             524.345                   -0.279285871                   0.274412114                   5.927294426                  -0.553697986
             525.343                   -0.280341020                   0.274922263                   5.927568155                  -0.555263283
             526.342                   -0.281397138                   0.275432436                   5.927840345                  -0.556829574
             527.341                   -0.282454224                   0.275942632                   5.928111008                  -0.558396856
             528.340                   -0.283512277                   0.276452851                   5.928380155                  -0.559965128
             529.338                   -0.284571294                   0.276963093                   5.928647799                  -0.561534388
             530.337                   -0.285631274                   0.277473359                   5.928913949                  -0.563104633
             531.336                   -0.286692215                   0.277983647                   5.929178618                  -0.564675862
             532.335                   -0.287754115                   0.278493958                   5.929441815                  -0.566248073
             533.333                   -0.288816973                   0.279004291                   5.929703552                  -0.567821264
             534.332                   -0.289880786                   0.279514647                   5.929963839                  -0.569395433
             535.331                   -0.290945553                   0.280025025                   5.930222688                  -0.570970578
             536.330                   -0.292011273                   0.280535426                   5.930480109                  -0.572546698
             537.328                   -0.293077942                   0.281045848                   5.930736111                  -0.574123791
             538.327                   -0.294145561                   0.281556293                   5.930990706                  -0.575701854
             539.326                   -0.295214127                   0.282066759                   5.931243904                  -0.577280886
             540.325                   -0.296283638                   0.282577247                   5.931495715                  -0.578860885
             541.323                   -0.297354093                   0.283087757                   5.931746150                  -0.580441850
             542.322                   -0.298425489                   0.283598288                   5.931995217                  -0.582023777
             543.321                   -0.299497826                   0.284108841                   5.932242927                  -0.583606667
             544.320                   -0.300571101                   0.284619415                   5.932489290                  -0.585190516
             545.318                   -0.301645314                   0.285130010                   5.932734315                  -0.586775323
             546.317                   -0.302720461                   0.285640626                   5.932978013                  -0.588361087
             547.316                   -0.303796542                   0.286151263                   5.933220392                  -0.589947804
             548.315                   -0.304873555                   0.286661920                   5.933461463                  -0.591535475
             549.313                   -0.305951498                   0.287172599                   5.933701234                  -0.593124096
             550.312                   -0.307030369                   0.287683298                   5.933939715                  -0.594713667
             551.311                   -0.308110167                   0.288194017                   5.934176915                  -0.596304185
             552.310                   -0.309190891                   0.288704757                   5.934412843                  -0.597895648
             553.308                   -0.310272538                   0.289215517                   5.934647508                  -0.599488055
             554.307                   -0.311355107                   0.289726297                   5.934880920                  -0.601081405
             555.306                   -0.312438597                   0.290237098                   5.935113086                  -0.602675694
             556.305                   -0.313523005                   0.290747918                   5.935344017                  -0.604270923
             557.303                   -0.314608330                   0.291258758                   5.935573720                  -0.605867088
             558.302                   -0.315694571                   0.291769618                   5.935802205                  -0.607464189
             559.301                   -0.316781726                   0.292280497                   5.936029479                  -0.609062223
             560.300                   -0.317869793                   0.292791396                   5.936255552                  -0.610661188
             561.298                   -0.318958770                   0.293302314                   5.936480432                  -0.612261084
             562.297                   -0.320048657                   0.293813252                   5.936704127                  -0.613861909
             563.296                   -0.321139451                   0.294324209                   5.936926645                  -0.615463660
             564.295                   -0.322231152                   0.294835184                   5.937147995                  -0.617066336
             565.293                   -0.323323757                   0.295346179                   5.937368185                  -0.618669936
             566.292                   -0.324417264                   0.295857193                   5.937587223                  -0.620274457
             567.291                   -0.325511673                   0.296368226                   5.937805117                  -0.621879899
             568.290                   -0.326606982                   0.296879277                   5.938021874                  -0.623486258
             569.288                   -0.327703188                   0.297390347                   5.938237503                  -0.625093535
             570.287                   -0.328800292                   0.297901435                   5.938452012                  -0.626701727
             571.286                   -0.329898290                   0.298412542                   5.938665408                  -0.628310832
             572.285                   -0.330997182                   0.298923667                   5.938877699                  -0.629920849
             573.283                   -0.332096966                   0.299434811                   5.939088893                  -0.631531777
             574.282                   -0.333197641                   0.299945972                   5.939298996                  -0.633143613
             575.281                   -0.334299204                   0.300457152                   5.939508017                  -0.634756356
             576.280                   -0.335401655                   0.300968349                   5.939715963                  -0.636370004
             577.278                   -0.336504993                   0.301479564                   5.939922841                  -0.637984557
             578.277                   -0.337609214                   0.301990797                   5.940128659                  -0.639600011
             579.276                   -0.338714318                   0.302502048                   5.940333423                  -0.641216367
             580.275                   -0.339820304                   0.303013316                   5.940537142                  -0.642833621
             581.273                   -0.340927170                   0.303524602                   5.940739821                  -0.644451773
             582.272                   -0.342034915                   0.304035905                   5.940941468                  -0.646070820
             583.271                   -0.343143536                   0.304547226                   5.941142091                  -0.647690762
             584.270                   -0.344253033                   0.305058564                   5.941341695                  -0.649311597
             585.268                   -0.345363405                   0.305569919                   5.941540288                  -0.650933323
             586.267                   -0.346474648                   0.306081291                   5.941737877                  -0.652555939
             587.266                   -0.347586763                   0.306592679                   5.941934468                  -0.654179443
             588.265                   -0.348699748                   0.307104085                   5.942130068                  -0.655803833
             589.263                   -0.349813601                   0.307615508                   5.942324683                  -0.657429109
             590.262                   -0.350928321                   0.308126947                   5.942518321                  -0.659055268
             591.261                   -0.352043906                   0.308638403                   5.942710988                  -0.660682309
             592.260                   -0.353160355                   0.309149875                   5.942902690                  -0.662310231
             593.258                   -0.354277667                   0.309661364                   5.943093433                  -0.663939031
             594.257                   -0.355395840                   0.310172870                   5.943283225                  -0.665568709
             595.256                   -0.356514872                   0.310684391                   5.943472071                  -0.667199263
             596.255                   -0.357634763                   0.311195929                   5.943659977                  -0.668830692
             597.253                   -0.358755510                   0.311707483                   5.943846951                  -0.670462993
             598.252                   -0.359877114                   0.312219053                   5.944032997                  -0.672096166
             599.251                   -0.360999571                   0.312730639                   5.944218122                  -0.673730209
             600.250                   -0.362122880                   0.313242240                   5.944402332                  -0.675365121
             601.248                   -0.363247041                   0.313753858                   5.944585634                  -0.677000900
             602.247                   -0.364372052                   0.314265492                   5.944768032                  -0.678637544
             603.246                   -0.365497912                   0.314777141                   5.944949534                  -0.680275052
             604.245                   -0.366624618                   0.315288805                   5.945130144                  -0.681913423
             605.243                   -0.367752171                   0.315800485                   5.945309869                  -0.683552656
             606.242                   -0.368880567                   0.316312181                   5.945488714                  -0.685192748
             607.241                   -0.370009807                   0.316823892                   5.945666685                  -0.686833699
             608.240                   -0.371139888                   0.317335618                   5.945843789                  -0.688475506
             609.238                   -0.372270810                   0.317847359                   5.946020029                  -0.690118169
             610.237                   -0.373402570                   0.318359116                   5.946195413                  -0.691761686
             611.236                   -0.374535168                   0.318870887                   5.946369945                  -0.693406056
             612.235                   -0.375668603                   0.319382674                   5.946543631                  -0.695051277
             613.233                   -0.376802872                   0.319894475                   5.946716477                  -0.696697347
             614.232                   -0.377937975                   0.320406292                   5.946888487                  -0.698344266
             615.231                   -0.379073910                   0.320918123                   5.947059668                  -0.699992033
             616.230                   -0.380210676                   0.321429969                   5.947230024                  -0.701640644
             617.228                   -0.381348271                   0.321941829                   5.947399561                  -0.703290100
             618.227                   -0.382486695                   0.322453704                   5.947568284                  -0.704940399
             619.226                   -0.383625946                   0.322965594                   5.947736199                  -0.706591539
             620.225                   -0.384766022                   0.323477497                   5.947903310                  -0.708243519
             621.223                   -0.385906923                   0.323989416                   5.948069622                  -0.709896338
             622.222                   -0.387048646                   0.324501348                   5.948235141                  -0.711549995
             623.221                   -0.388191192                   0.325013295                   5.948399871                  -0.713204487
             624.220                   -0.389334558                   0.325525256                   5.948563818                  -0.714859814
             625.218                   -0.390478743                   0.326037231                   5.948726987                  -0.716515974
             626.217                   -0.391623746                   0.326549220                   5.948889382                  -0.718172965
             627.216                   -0.392769565                   0.327061222                   5.949051008                  -0.719830788
             628.215                   -0.393916200                   0.327573239                   5.949211870                  -0.721489439
             629.213                   -0.395063649                   0.328085270                   5.949371974                  -0.723148919
             630.212                   -0.396211911                   0.328597314                   5.949531323                  -0.724809225
             631.211                   -0.397360984                   0.329109372                   5.949689922                  -0.726470356
             632.210                   -0.398510867                   0.329621444                   5.949847777                  -0.728132311
             633.208                   -0.399661559                   0.330133529                   5.950004892                  -0.729795088
             634.207                   -0.400813059                   0.330645628                   5.950161270                  -0.731458687
             635.206                   -0.401965366                   0.331157740                   5.950316918                  -0.733123105
             636.205                   -0.403118477                   0.331669865                   5.950471839                  -0.734788343
             637.203                   -0.404272393                   0.332182004                   5.950626038                  -0.736454397
             638.202                   -0.405427111                   0.332694156                   5.950779520                  -0.738121267
             639.201                   -0.406582631                   0.333206321                   5.950932289                  -0.739788952
             640.200                   -0.407738952                   0.333718499                   5.951084348                  -0.741457451
             641.199                   -0.408896071                   0.334230691                   5.951235704                  -0.743126762
             642.197                   -0.410053988                   0.334742895                   5.951386359                  -0.744796883
             643.196                   -0.411212701                   0.335255112                   5.951536319                  -0.746467814
             644.195                   -0.412372210                   0.335767343                   5.951685588                  -0.748139553
             645.194                   -0.413532514                   0.336279586                   5.951834169                  -0.749812099
             646.192                   -0.414693610                   0.336791841                   5.951982067                  -0.751485451
             647.191                   -0.415855498                   0.337304110                   5.952129286                  -0.753159607
             648.190                   -0.417018176                   0.337816391                   5.952275831                  -0.754834567
             649.189                   -0.418181644                   0.338328684                   5.952421705                  -0.756510328
             650.187                   -0.419345900                   0.338840991                   5.952566913                  -0.758186890
             651.186                   -0.420510943                   0.339353309                   5.952711458                  -0.759864252
             652.185                   -0.421676771                   0.339865640                   5.952855345                  -0.761542412
             653.184                   -0.422843384                   0.340377984                   5.952998577                  -0.763221368
             654.182                   -0.424010781                   0.340890340                   5.953141159                  -0.764901121
             655.181                   -0.425178960                   0.341402708                   5.953283094                  -0.766581668
             656.180                   -0.426347920                   0.341915088                   5.953424386                  -0.768263008
             657.179                   -0.427517660                   0.342427480                   5.953565040                  -0.769945140
             658.177                   -0.428688178                   0.342939884                   5.953705059                  -0.771628063
             659.176                   -0.429859474                   0.343452301                   5.953844447                  -0.773311775
             660.175                   -0.431031547                   0.343964729                   5.953983207                  -0.774996276
             661.174                   -0.432204395                   0.344477169                   5.954121343                  -0.776681564
             662.172                   -0.433378017                   0.344989622                   5.954258860                  -0.778367638
             663.171                   -0.434552411                   0.345502085                   5.954395761                  -0.780054497
             664.170                   -0.435727578                   0.346014561                   5.954532049                  -0.781742139
             665.169                   -0.436903515                   0.346527049                   5.954667728                  -0.783430564
             666.167                   -0.438080222                   0.347039548                   5.954802802                  -0.785119770
             667.166                   -0.439257697                   0.347552058                   5.954937274                  -0.786809755
             668.165                   -0.440435939                   0.348064580                   5.955071148                  -0.788500520
             669.164                   -0.441614948                   0.348577114                   5.955204427                  -0.790192062
             670.162                   -0.442794721                   0.349089659                   5.955337115                  -0.791884381
             671.161                   -0.443975259                   0.349602216                   5.955469216                  -0.793577474
             672.160                   -0.445156559                   0.350114784                   5.955600733                  -0.795271342
             673.159                   -0.446338620                   0.350627363                   5.955731669                  -0.796965983
             674.157                   -0.447521442                   0.351139953                   5.955862027                  -0.798661396
             675.156                   -0.448705024                   0.351652555                   5.955991812                  -0.800357579
             676.155                   -0.449889364                   0.352165168                   5.956121026                  -0.802054532
             677.154                   -0.451074461                   0.352677792                   5.956249673                  -0.803752253
             678.152                   -0.452260314                   0.353190427                   5.956377756                  -0.805450741
             679.151                   -0.453446922                   0.353703072                   5.956505278                  -0.807149995
             680.150                   -0.454634284                   0.354215729                   5.956632243                  -0.808850014
             681.149                   -0.455822399                   0.354728397                   5.956758654                  -0.810550796
             682.147                   -0.457011266                   0.355241076                   5.956884513                  -0.812252342
             683.146                   -0.458200883                   0.355753765                   5.957009826                  -0.813954648
             684.145                   -0.459391250                   0.356266465                   5.957134593                  -0.815657715
             685.144                   -0.460582365                   0.356779176                   5.957258819                  -0.817361541
             686.142                   -0.461774228                   0.357291898                   5.957382507                  -0.819066126
             687.141                   -0.462966837                   0.357804630                   5.957505660                  -0.820771467
             688.140                   -0.464160191                   0.358317373                   5.957628280                  -0.822477564
             689.139                   -0.465354289                   0.358830126                   5.957750372                  -0.824184415
             690.137                   -0.466549131                   0.359342890                   5.957871937                  -0.825892021
             691.136                   -0.467744715                   0.359855664                   5.957992980                  -0.827600379
             692.135                   -0.468941039                   0.360368449                   5.958113502                  -0.829309488
             693.134                   -0.470138104                   0.360881244                   5.958233508                  -0.831019347
             694.132                   -0.471335907                   0.361394049                   5.958352999                  -0.832729956
             695.131                   -0.472534449                   0.361906865                   5.958471979                  -0.834441313
             696.130                   -0.473733727                   0.362419690                   5.958590451                  -0.836153417
             697.129                   -0.474933741                   0.362932526                   5.958708417                  -0.837866267
             698.127                   -0.476134489                   0.363445372                   5.958825881                  -0.839579862
             699.126                   -0.477335972                   0.363958228                   5.958942845                  -0.841294200
             700.125                   -0.478538187                   0.364471095                   5.959059313                  -0.843009281
             701.124                   -0.479741133                   0.364983971                   5.959175286                  -0.844725104
             702.122                   -0.480944811                   0.365496857                   5.959290768                  -0.846441668
             703.121                   -0.482149217                   0.366009753                   5.959405762                  -0.848158971
             704.120                   -0.483354353                   0.366522659                   5.959520270                  -0.849877012
             705.119                   -0.484560216                   0.367035575                   5.959634294                  -0.851595791
             706.117                   -0.485766805                   0.367548500                   5.959747839                  -0.853315306
             707.116                   -0.486974120                   0.368061436                   5.959860906                  -0.855035556
             708.115                   -0.488182159                   0.368574381                   5.959973498                  -0.856756540
             709.114                   -0.489390922                   0.369087336                   5.960085617                  -0.858478258
             710.112                   -0.490600408                   0.369600300                   5.960197267                  -0.860200708
             711.111                   -0.491810615                   0.370113274                   5.960308450                  -0.861923888
             712.110                   -0.493021542                   0.370626257                   5.960419169                  -0.863647799
             713.109                   -0.494233189                   0.371139250                   5.960529426                  -0.865372439
             714.107                   -0.495445554                   0.371652253                   5.960639223                  -0.867097807
             715.106                   -0.496658637                   0.372165265                   5.960748563                  -0.868823901
             716.105                   -0.497872436                   0.372678286                   5.960857450                  -0.870550722
             717.104                   -0.499086951                   0.373191317                   5.960965884                  -0.872278267
             718.102                   -0.500302180                   0.373704357                   5.961073870                  -0.874006537
             719.101                   -0.501518123                   0.374217406                   5.961181408                  -0.875735529
             720.100                   -0.502734779                   0.374730464                   5.961288502                  -0.877465243
             721.099                   -0.503952146                   0.375243532                   5.961395155                  -0.879195678
             722.097                   -0.505170223                   0.375756609                   5.961501368                  -0.880926832
             723.096                   -0.506389011                   0.376269695                   5.961607143                  -0.882658705
             724.095                   -0.507608507                   0.376782790                   5.961712485                  -0.884391296
             725.094                   -0.508828711                   0.377295894                   5.961817394                  -0.886124604
             726.092                   -0.510049621                   0.377809007                   5.961921873                  -0.887858628
             727.091                   -0.511271237                   0.378322129                   5.962025924                  -0.889593366
             728.090                   -0.512493559                   0.378835260                   5.962129550                  -0.891328818
             729.089                   -0.513716584                   0.379348400                   5.962232754                  -0.893064983
             730.087                   -0.514940312                   0.379861549                   5.962335536                  -0.894801860
             731.086                   -0.516164742                   0.380374706                   5.962437901                  -0.896539448
             732.085                   -0.517389873                   0.380887872                   5.962539849                  -0.898277745
             733.084                   -0.518615704                   0.381401048                   5.962641383                  -0.900016751
             734.082                   -0.519842234                   0.381914231                   5.962742506                  -0.901756466
             735.081                   -0.521069463                   0.382427424                   5.962843219                  -0.903496887
             736.080                   -0.522297388                   0.382940625                   5.962943525                  -0.905238014
             737.079                   -0.523526010                   0.383453835                   5.963043426                  -0.906979845
             738.077                   -0.524755328                   0.383967053                   5.963142925                  -0.908722381
             739.076                   -0.525985340                   0.384480280                   5.963242022                  -0.910465620
             740.075                   -0.527216046                   0.384993516                   5.963340721                  -0.912209561
             741.074                   -0.528447444                   0.385506760                   5.963439024                  -0.913954203
             742.072                   -0.529679534                   0.386020012                   5.963536932                  -0.915699546
             743.071                   -0.530912314                   0.386533273                   5.963634448                  -0.917445587
             744.070                   -0.532145785                   0.387046542                   5.963731575                  -0.919192327
             745.069                   -0.533379944                   0.387559820                   5.963828313                  -0.920939764
             746.067                   -0.534614792                   0.388073105                   5.963924665                  -0.922687897
             747.066                   -0.535850327                   0.388586399                   5.964020633                  -0.924436726
             748.065                   -0.537086548                   0.389099702                   5.964116219                  -0.926186249
             749.064                   -0.538323454                   0.389613012                   5.964211426                  -0.927936466
             750.062                   -0.539561045                   0.390126331                   5.964306255                  -0.929687376
             751.061                   -0.540799319                   0.390639658                   5.964400708                  -0.931438977
             752.060                   -0.542038276                   0.391152993                   5.964494786                  -0.933191268
             753.059                   -0.543277914                   0.391666336                   5.964588494                  -0.934944250
             754.057                   -0.544518234                   0.392179687                   5.964681831                  -0.936697921
             755.056                   -0.545759233                   0.392693046                   5.964774800                  -0.938452279
             756.055                   -0.547000911                   0.393206413                   5.964867403                  -0.940207324
             757.054                   -0.548243268                   0.393719788                   5.964959642                  -0.941963056
             758.052                   -0.549486302                   0.394233171                   5.965051518                  -0.943719473
             759.051                   -0.550730012                   0.394746562                   5.965143035                  -0.945476574
             760.050                   -0.551974398                   0.395259961                   5.965234192                  -0.947234358
             761.049                   -0.553219458                   0.395773367                   5.965324993                  -0.948992825
             762.047                   -0.554465192                   0.396286782                   5.965415440                  -0.950751974
             763.046                   -0.555711599                   0.396800204                   5.965505533                  -0.952511803
             764.045                   -0.556958678                   0.397313634                   5.965595276                  -0.954272312
             765.044                   -0.558206428                   0.397827071                   5.965684669                  -0.956033500
             766.042                   -0.559454849                   0.398340517                   5.965773714                  -0.957795366
             767.041                   -0.560703939                   0.398853970                   5.965862414                  -0.959557908
             768.040                   -0.561953697                   0.399367430                   5.965950771                  -0.961321127
             769.039                   -0.563204124                   0.399880898                   5.966038785                  -0.963085022
             770.037                   -0.564455217                   0.400394374                   5.966126458                  -0.964849590
             771.036                   -0.565706976                   0.400907857                   5.966213793                  -0.966614833
             772.035                   -0.566959400                   0.401421348                   5.966300791                  -0.968380748
             773.034                   -0.568212488                   0.401934846                   5.966387454                  -0.970147334
             774.032                   -0.569466240                   0.402448352                   5.966473784                  -0.971914592
             775.031                   -0.570720655                   0.402961865                   5.966559782                  -0.973682519
             776.030                   -0.571975731                   0.403475385                   5.966645450                  -0.975451116
             777.029                   -0.573231468                   0.403988913                   5.966730790                  -0.977220381
             778.027                   -0.574487865                   0.404502448                   5.966815803                  -0.978990313
             779.026                   -0.575744922                   0.405015990                   5.966900491                  -0.980760912
             780.025                   -0.577002637                   0.405529540                   5.966984855                  -0.982532177
             781.024                   -0.578261009                   0.406043097                   5.967068898                  -0.984304106
             782.022                   -0.579520038                   0.406556661                   5.967152621                  -0.986076699
             783.021                   -0.580779723                   0.407070233                   5.967236025                  -0.987849956
             784.020                   -0.582040063                   0.407583811                   5.967319113                  -0.989623874
             785.019                   -0.583301058                   0.408097397                   5.967401885                  -0.991398454
             786.017                   -0.584562705                   0.408610990                   5.967484344                  -0.993173695
             787.016                   -0.585825006                   0.409124589                   5.967566490                  -0.994949595
             788.015                   -0.587087958                   0.409638196                   5.967648327                  -0.996726154
             789.014                   -0.588351561                   0.410151810                   5.967729854                  -0.998503371
             790.012                   -0.589615814                   0.410665431                   5.967811074                  -1.000281245
             791.011                   -0.590880717                   0.411179059                   5.967891988                  -1.002059776
             792.010                   -0.592146268                   0.411692694                   5.967972597                  -1.003838962
             793.009                   -0.593412467                   0.412206336                   5.968052904                  -1.005618803
             794.007                   -0.594679313                   0.412719984                   5.968132910                  -1.007399297
             795.006                   -0.595946804                   0.413233640                   5.968212616                  -1.009180444
             796.005                   -0.597214942                   0.413747302                   5.968292023                  -1.010962244
             797.004                   -0.598483723                   0.414260972                   5.968371134                  -1.012744695
             798.002                   -0.599753149                   0.414774648                   5.968449949                  -1.014527796
             799.001                   -0.601023217                   0.415288330                   5.968528471                  -1.016311547
             800.000                   -0.602293927                   0.415802020                   5.968606700                  -1.018095947
