#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.172517414142 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3107000000     -3.76013941      0.4221378903E+00
  -0.3106000000     -3.75741827      0.4273308855E+00
  -0.3105000000     -3.75469713      0.4326820259E+00
  -0.3104000000     -3.75197599      0.4381942675E+00
  -0.3103000000     -3.74925485      0.4438706445E+00
  -0.3102000000     -3.74653371      0.4497142724E+00
  -0.3101000000     -3.74381258      0.4557283510E+00
  -0.3100000000     -3.74109144      0.4619161688E+00
  -0.3099000000     -3.73837030      0.4682811073E+00
  -0.3098000000     -3.73564916      0.4748266456E+00
  -0.3097000000     -3.73292802      0.4815563666E+00
  -0.3096000000     -3.73020688      0.4884739629E+00
  -0.3095000000     -3.72748575      0.4955832443E+00
  -0.3094000000     -3.72476461      0.5028881453E+00
  -0.3093000000     -3.72204347      0.5103927344E+00
  -0.3092000000     -3.71932233      0.5181012239E+00
  -0.3091000000     -3.71660119      0.5260179811E+00
  -0.3090000000     -3.71388005      0.5341475410E+00
  -0.3089000000     -3.71115891      0.5424946200E+00
  -0.3088000000     -3.70843778      0.5510641316E+00
  -0.3087000000     -3.70571664      0.5598612039E+00
  -0.3086000000     -3.70299550      0.5688911992E+00
  -0.3085000000     -3.70027436      0.5781597358E+00
  -0.3084000000     -3.69755322      0.5876727125E+00
  -0.3083000000     -3.69483208      0.5974363360E+00
  -0.3082000000     -3.69211095      0.6074571519E+00
  -0.3081000000     -3.68938981      0.6177420790E+00
  -0.3080000000     -3.68666867      0.6282984482E+00
  -0.3079000000     -3.68394753      0.6391340466E+00
  -0.3078000000     -3.68122639      0.6502571662E+00
  -0.3077000000     -3.67850525      0.6616766594E+00
  -0.3076000000     -3.67578412      0.6734020020E+00
  -0.3075000000     -3.67306298      0.6854433635E+00
  -0.3074000000     -3.67034184      0.6978116873E+00
  -0.3073000000     -3.66762070      0.7105187807E+00
  -0.3072000000     -3.66489956      0.7235774179E+00
  -0.3071000000     -3.66217842      0.7370014557E+00
  -0.3070000000     -3.65945729      0.7508059656E+00
  -0.3069000000     -3.65673615      0.7650073835E+00
  -0.3068000000     -3.65401501      0.7796236800E+00
  -0.3067000000     -3.65129387      0.7946745538E+00
  -0.3066000000     -3.64857273      0.8101816531E+00
  -0.3065000000     -3.64585159      0.8261688262E+00
  -0.3064000000     -3.64313045      0.8426624089E+00
  -0.3063000000     -3.64040932      0.8596915521E+00
  -0.3062000000     -3.63768818      0.8772885952E+00
  -0.3061000000     -3.63496704      0.8954894940E+00
  -0.3060000000     -3.63224590      0.9143343095E+00
  -0.3059000000     -3.62952476      0.9338677671E+00
  -0.3058000000     -3.62680362      0.9541398961E+00
  -0.3057000000     -3.62408249      0.9752067624E+00
  -0.3056000000     -3.62136135      0.9971313056E+00
  -0.3055000000     -3.61864021      0.1019984297E+01
  -0.3054000000     -3.61591907      0.1043845431E+01
  -0.3053000000     -3.61319793      0.1068804576E+01
  -0.3052000000     -3.61047679      0.1094963185E+01
  -0.3051000000     -3.60775566      0.1122435907E+01
  -0.3050000000     -3.60503452      0.1151352390E+01
  -0.3049000000     -3.60231338      0.1181859301E+01
  -0.3048000000     -3.59959224      0.1214122564E+01
  -0.3047000000     -3.59687110      0.1248329782E+01
  -0.3046000000     -3.59414996      0.1284692829E+01
  -0.3045000000     -3.59142883      0.1323450487E+01
  -0.3044000000     -3.58870769      0.1364871008E+01
  -0.3043000000     -3.58598655      0.1409254304E+01
  -0.3042000000     -3.58326541      0.1456933363E+01
  -0.3041000000     -3.58054427      0.1508274213E+01
  -0.3040000000     -3.57782313      0.1563673424E+01
  -0.3039000000     -3.57510199      0.1623551625E+01
  -0.3038000000     -3.57238086      0.1688340839E+01
  -0.3037000000     -3.56965972      0.1758462484E+01
  -0.3036000000     -3.56693858      0.1834291776E+01
  -0.3035000000     -3.56421744      0.1916103021E+01
  -0.3034000000     -3.56149630      0.2003989268E+01
  -0.3033000000     -3.55877516      0.2097749832E+01
  -0.3032000000     -3.55605403      0.2196741694E+01
  -0.3031000000     -3.55333289      0.2299698006E+01
  -0.3030000000     -3.55061175      0.2404531771E+01
  -0.3029000000     -3.54789061      0.2508166753E+01
  -0.3028000000     -3.54516947      0.2606467812E+01
  -0.3027000000     -3.54244833      0.2694365707E+01
  -0.3026000000     -3.53972720      0.2766261589E+01
  -0.3025000000     -3.53700606      0.2816727047E+01
  -0.3024000000     -3.53428492      0.2841388115E+01
  -0.3023000000     -3.53156378      0.2837753673E+01
  -0.3022000000     -3.52884264      0.2805714440E+01
  -0.3021000000     -3.52612150      0.2747547933E+01
  -0.3020000000     -3.52340037      0.2667457572E+01
  -0.3019000000     -3.52067923      0.2570828040E+01
  -0.3018000000     -3.51795809      0.2463421542E+01
  -0.3017000000     -3.51523695      0.2350691162E+01
  -0.3016000000     -3.51251581      0.2237306460E+01
  -0.3015000000     -3.50979467      0.2126912201E+01
  -0.3014000000     -3.50707353      0.2022087982E+01
  -0.3013000000     -3.50435240      0.1924448189E+01
  -0.3012000000     -3.50163126      0.1834816908E+01
  -0.3011000000     -3.49891012      0.1753424033E+01
  -0.3010000000     -3.49618898      0.1680087475E+01
  -0.3009000000     -3.49346784      0.1614364024E+01
  -0.3008000000     -3.49074670      0.1555664266E+01
  -0.3007000000     -3.48802557      0.1503334330E+01
  -0.3006000000     -3.48530443      0.1456710471E+01
  -0.3005000000     -3.48258329      0.1415153087E+01
  -0.3004000000     -3.47986215      0.1378066071E+01
  -0.3003000000     -3.47714101      0.1344906207E+01
  -0.3002000000     -3.47441987      0.1315186115E+01
  -0.3001000000     -3.47169874      0.1288473269E+01
  -0.3000000000     -3.46897760      0.1264386755E+01
  -0.2999000000     -3.46625646      0.1242592906E+01
  -0.2998000000     -3.46353532      0.1222800506E+01
  -0.2997000000     -3.46081418      0.1204756006E+01
  -0.2996000000     -3.45809304      0.1188238974E+01
  -0.2995000000     -3.45537191      0.1173057927E+01
  -0.2994000000     -3.45265077      0.1159046571E+01
  -0.2993000000     -3.44992963      0.1146060478E+01
  -0.2992000000     -3.44720849      0.1133974166E+01
  -0.2991000000     -3.44448735      0.1122678549E+01
  -0.2990000000     -3.44176621      0.1112078735E+01
  -0.2989000000     -3.43904507      0.1102092114E+01
  -0.2988000000     -3.43632394      0.1092646714E+01
  -0.2987000000     -3.43360280      0.1083679776E+01
  -0.2986000000     -3.43088166      0.1075136535E+01
  -0.2985000000     -3.42816052      0.1066969167E+01
  -0.2984000000     -3.42543938      0.1059135876E+01
  -0.2983000000     -3.42271824      0.1051600112E+01
  -0.2982000000     -3.41999711      0.1044329898E+01
  -0.2981000000     -3.41727597      0.1037297242E+01
  -0.2980000000     -3.41455483      0.1030477628E+01
  -0.2979000000     -3.41183369      0.1023849586E+01
  -0.2978000000     -3.40911255      0.1017394302E+01
  -0.2977000000     -3.40639141      0.1011095295E+01
  -0.2976000000     -3.40367028      0.1004938126E+01
  -0.2975000000     -3.40094914      0.9989101471E+00
  -0.2974000000     -3.39822800      0.9930002864E+00
  -0.2973000000     -3.39550686      0.9871988544E+00
  -0.2972000000     -3.39278572      0.9814973786E+00
  -0.2971000000     -3.39006458      0.9758884579E+00
  -0.2970000000     -3.38734345      0.9703656346E+00
  -0.2969000000     -3.38462231      0.9649232828E+00
  -0.2968000000     -3.38190117      0.9595565104E+00
  -0.2967000000     -3.37918003      0.9542610723E+00
  -0.2966000000     -3.37645889      0.9490332958E+00
  -0.2965000000     -3.37373775      0.9438700133E+00
  -0.2964000000     -3.37101661      0.9387685045E+00
  -0.2963000000     -3.36829548      0.9337264452E+00
  -0.2962000000     -3.36557434      0.9287418622E+00
  -0.2961000000     -3.36285320      0.9238130939E+00
  -0.2960000000     -3.36013206      0.9189387561E+00
  -0.2959000000     -3.35741092      0.9141177120E+00
  -0.2958000000     -3.35468978      0.9093490457E+00
  -0.2957000000     -3.35196865      0.9046320401E+00
  -0.2956000000     -3.34924751      0.8999661571E+00
  -0.2955000000     -3.34652637      0.8953510215E+00
  -0.2954000000     -3.34380523      0.8907864072E+00
  -0.2953000000     -3.34108409      0.8862722259E+00
  -0.2952000000     -3.33836295      0.8818085182E+00
  -0.2951000000     -3.33564182      0.8773954477E+00
  -0.2950000000     -3.33292068      0.8730332966E+00
  -0.2949000000     -3.33019954      0.8687224639E+00
  -0.2948000000     -3.32747840      0.8644634669E+00
  -0.2947000000     -3.32475726      0.8602569443E+00
  -0.2946000000     -3.32203612      0.8561036635E+00
  -0.2945000000     -3.31931499      0.8520045304E+00
  -0.2944000000     -3.31659385      0.8479606042E+00
  -0.2943000000     -3.31387271      0.8439731170E+00
  -0.2942000000     -3.31115157      0.8400434989E+00
  -0.2941000000     -3.30843043      0.8361734119E+00
  -0.2940000000     -3.30570929      0.8323647924E+00
  -0.2939000000     -3.30298815      0.8286199071E+00
  -0.2938000000     -3.30026702      0.8249414245E+00
  -0.2937000000     -3.29754588      0.8213325087E+00
  -0.2936000000     -3.29482474      0.8177969415E+00
  -0.2935000000     -3.29210360      0.8143392845E+00
  -0.2934000000     -3.28938246      0.8109650956E+00
  -0.2933000000     -3.28666132      0.8076812209E+00
  -0.2932000000     -3.28394019      0.8044961967E+00
  -0.2931000000     -3.28121905      0.8014208079E+00
  -0.2930000000     -3.27849791      0.7984688806E+00
  -0.2929000000     -3.27577677      0.7956584276E+00
  -0.2928000000     -3.27305563      0.7930133415E+00
  -0.2927000000     -3.27033449      0.7905659601E+00
  -0.2926000000     -3.26761336      0.7883610654E+00
  -0.2925000000     -3.26489222      0.7864623229E+00
  -0.2924000000     -3.26217108      0.7849630480E+00
  -0.2923000000     -3.25944994      0.7840050129E+00
  -0.2922000000     -3.25672880      0.7838130553E+00
  -0.2921000000     -3.25400766      0.7847628731E+00
  -0.2920000000     -3.25128653      0.7875244109E+00
  -0.2919000000     -3.24856539      0.7933957181E+00
  -0.2918000000     -3.24584425      0.8051827680E+00
  -0.2917000000     -3.24312311      0.8299328308E+00
  -0.2916000000     -3.24040197      0.8895512921E+00
  -0.2915000000     -3.23768083      0.1074531809E+01
  -0.2914000000     -3.23495969      0.1632509864E+01
  -0.2913000000     -3.23223856      0.1168113506E+01
  -0.2912000000     -3.22951742      0.8526395838E+00
  -0.2911000000     -3.22679628      0.7751729014E+00
  -0.2910000000     -3.22407514      0.7478373217E+00
  -0.2909000000     -3.22135400      0.7349912270E+00
  -0.2908000000     -3.21863286      0.7275576075E+00
  -0.2907000000     -3.21591173      0.7225259323E+00
  -0.2906000000     -3.21319059      0.7186995752E+00
  -0.2905000000     -3.21046945      0.7155379540E+00
  -0.2904000000     -3.20774831      0.7127726669E+00
  -0.2903000000     -3.20502717      0.7102604664E+00
  -0.2902000000     -3.20230603      0.7079204220E+00
  -0.2901000000     -3.19958490      0.7057046566E+00
  -0.2900000000     -3.19686376      0.7035837448E+00
  -0.2899000000     -3.19414262      0.7015390031E+00
  -0.2898000000     -3.19142148      0.6995582229E+00
  -0.2897000000     -3.18870034      0.6976332123E+00
  -0.2896000000     -3.18597920      0.6957583319E+00
  -0.2895000000     -3.18325807      0.6939295960E+00
  -0.2894000000     -3.18053693      0.6921441069E+00
  -0.2893000000     -3.17781579      0.6903996907E+00
  -0.2892000000     -3.17509465      0.6886946590E+00
  -0.2891000000     -3.17237351      0.6870276491E+00
  -0.2890000000     -3.16965237      0.6853975157E+00
  -0.2889000000     -3.16693123      0.6838032577E+00
  -0.2888000000     -3.16421010      0.6822439657E+00
  -0.2887000000     -3.16148896      0.6807187867E+00
  -0.2886000000     -3.15876782      0.6792268981E+00
  -0.2885000000     -3.15604668      0.6777674899E+00
  -0.2884000000     -3.15332554      0.6763397517E+00
  -0.2883000000     -3.15060440      0.6749428630E+00
  -0.2882000000     -3.14788327      0.6735759873E+00
  -0.2881000000     -3.14516213      0.6722382667E+00
  -0.2880000000     -3.14244099      0.6709288188E+00
  -0.2879000000     -3.13971985      0.6696467342E+00
  -0.2878000000     -3.13699871      0.6683910752E+00
  -0.2877000000     -3.13427757      0.6671608746E+00
  -0.2876000000     -3.13155644      0.6659551347E+00
  -0.2875000000     -3.12883530      0.6647728278E+00
  -0.2874000000     -3.12611416      0.6636128955E+00
  -0.2873000000     -3.12339302      0.6624742489E+00
  -0.2872000000     -3.12067188      0.6613557691E+00
  -0.2871000000     -3.11795074      0.6602563078E+00
  -0.2870000000     -3.11522961      0.6591746872E+00
  -0.2869000000     -3.11250847      0.6581097010E+00
  -0.2868000000     -3.10978733      0.6570601152E+00
  -0.2867000000     -3.10706619      0.6560246685E+00
  -0.2866000000     -3.10434505      0.6550020733E+00
  -0.2865000000     -3.10162391      0.6539910165E+00
  -0.2864000000     -3.09890277      0.6529901602E+00
  -0.2863000000     -3.09618164      0.6519981433E+00
  -0.2862000000     -3.09346050      0.6510135816E+00
  -0.2861000000     -3.09073936      0.6500350695E+00
  -0.2860000000     -3.08801822      0.6490611810E+00
  -0.2859000000     -3.08529708      0.6480904707E+00
  -0.2858000000     -3.08257594      0.6471214749E+00
  -0.2857000000     -3.07985481      0.6461527132E+00
  -0.2856000000     -3.07713367      0.6451826895E+00
  -0.2855000000     -3.07441253      0.6442098935E+00
  -0.2854000000     -3.07169139      0.6432328020E+00
  -0.2853000000     -3.06897025      0.6422498803E+00
  -0.2852000000     -3.06624911      0.6412595838E+00
  -0.2851000000     -3.06352798      0.6402603595E+00
  -0.2850000000     -3.06080684      0.6392506475E+00
  -0.2849000000     -3.05808570      0.6382288828E+00
  -0.2848000000     -3.05536456      0.6371934967E+00
  -0.2847000000     -3.05264342      0.6361429187E+00
  -0.2846000000     -3.04992228      0.6350755784E+00
  -0.2845000000     -3.04720115      0.6339899069E+00
  -0.2844000000     -3.04448001      0.6328843390E+00
  -0.2843000000     -3.04175887      0.6317573150E+00
  -0.2842000000     -3.03903773      0.6306072825E+00
  -0.2841000000     -3.03631659      0.6294326983E+00
  -0.2840000000     -3.03359545      0.6282320309E+00
  -0.2839000000     -3.03087431      0.6270037616E+00
  -0.2838000000     -3.02815318      0.6257463877E+00
  -0.2837000000     -3.02543204      0.6244584235E+00
  -0.2836000000     -3.02271090      0.6231384030E+00
  -0.2835000000     -3.01998976      0.6217848820E+00
  -0.2834000000     -3.01726862      0.6203964399E+00
  -0.2833000000     -3.01454748      0.6189716822E+00
  -0.2832000000     -3.01182635      0.6175092425E+00
  -0.2831000000     -3.00910521      0.6160077846E+00
  -0.2830000000     -3.00638407      0.6144660048E+00
  -0.2829000000     -3.00366293      0.6128826339E+00
  -0.2828000000     -3.00094179      0.6112564396E+00
  -0.2827000000     -2.99822065      0.6095862281E+00
  -0.2826000000     -2.99549952      0.6078708468E+00
  -0.2825000000     -2.99277838      0.6061091860E+00
  -0.2824000000     -2.99005724      0.6043001810E+00
  -0.2823000000     -2.98733610      0.6024428143E+00
  -0.2822000000     -2.98461496      0.6005361173E+00
  -0.2821000000     -2.98189382      0.5985791720E+00
  -0.2820000000     -2.97917269      0.5965711136E+00
  -0.2819000000     -2.97645155      0.5945111313E+00
  -0.2818000000     -2.97373041      0.5923984707E+00
  -0.2817000000     -2.97100927      0.5902324350E+00
  -0.2816000000     -2.96828813      0.5880123869E+00
  -0.2815000000     -2.96556699      0.5857377495E+00
  -0.2814000000     -2.96284585      0.5834080079E+00
  -0.2813000000     -2.96012472      0.5810227105E+00
  -0.2812000000     -2.95740358      0.5785814701E+00
  -0.2811000000     -2.95468244      0.5760839644E+00
  -0.2810000000     -2.95196130      0.5735299375E+00
  -0.2809000000     -2.94924016      0.5709192003E+00
  -0.2808000000     -2.94651902      0.5682516311E+00
  -0.2807000000     -2.94379789      0.5655271760E+00
  -0.2806000000     -2.94107675      0.5627458497E+00
  -0.2805000000     -2.93835561      0.5599077350E+00
  -0.2804000000     -2.93563447      0.5570129835E+00
  -0.2803000000     -2.93291333      0.5540618151E+00
  -0.2802000000     -2.93019219      0.5510545184E+00
  -0.2801000000     -2.92747106      0.5479914497E+00
  -0.2800000000     -2.92474992      0.5448730331E+00
  -0.2799000000     -2.92202878      0.5416997599E+00
  -0.2798000000     -2.91930764      0.5384721878E+00
  -0.2797000000     -2.91658650      0.5351909402E+00
  -0.2796000000     -2.91386536      0.5318567055E+00
  -0.2795000000     -2.91114423      0.5284702362E+00
  -0.2794000000     -2.90842309      0.5250323476E+00
  -0.2793000000     -2.90570195      0.5215439169E+00
  -0.2792000000     -2.90298081      0.5180058820E+00
  -0.2791000000     -2.90025967      0.5144192400E+00
  -0.2790000000     -2.89753853      0.5107850463E+00
  -0.2789000000     -2.89481739      0.5071044127E+00
  -0.2788000000     -2.89209626      0.5033785062E+00
  -0.2787000000     -2.88937512      0.4996085471E+00
  -0.2786000000     -2.88665398      0.4957958077E+00
  -0.2785000000     -2.88393284      0.4919416105E+00
  -0.2784000000     -2.88121170      0.4880473261E+00
  -0.2783000000     -2.87849056      0.4841143718E+00
  -0.2782000000     -2.87576943      0.4801442092E+00
  -0.2781000000     -2.87304829      0.4761383423E+00
  -0.2780000000     -2.87032715      0.4720983158E+00
  -0.2779000000     -2.86760601      0.4680257123E+00
  -0.2778000000     -2.86488487      0.4639221504E+00
  -0.2777000000     -2.86216373      0.4597892826E+00
  -0.2776000000     -2.85944260      0.4556287924E+00
  -0.2775000000     -2.85672146      0.4514423923E+00
  -0.2774000000     -2.85400032      0.4472318212E+00
  -0.2773000000     -2.85127918      0.4429988416E+00
  -0.2772000000     -2.84855804      0.4387452376E+00
  -0.2771000000     -2.84583690      0.4344728116E+00
  -0.2770000000     -2.84311577      0.4301833821E+00
  -0.2769000000     -2.84039463      0.4258787811E+00
  -0.2768000000     -2.83767349      0.4215608509E+00
  -0.2767000000     -2.83495235      0.4172314417E+00
  -0.2766000000     -2.83223121      0.4128924092E+00
  -0.2765000000     -2.82951007      0.4085456113E+00
  -0.2764000000     -2.82678893      0.4041929058E+00
  -0.2763000000     -2.82406780      0.3998361476E+00
  -0.2762000000     -2.82134666      0.3954771861E+00
  -0.2761000000     -2.81862552      0.3911178625E+00
  -0.2760000000     -2.81590438      0.3867600071E+00
  -0.2759000000     -2.81318324      0.3824054371E+00
  -0.2758000000     -2.81046210      0.3780559536E+00
  -0.2757000000     -2.80774097      0.3737133394E+00
  -0.2756000000     -2.80501983      0.3693793564E+00
  -0.2755000000     -2.80229869      0.3650557434E+00
  -0.2754000000     -2.79957755      0.3607442137E+00
  -0.2753000000     -2.79685641      0.3564464526E+00
  -0.2752000000     -2.79413527      0.3521641155E+00
  -0.2751000000     -2.79141414      0.3478988258E+00
  -0.2750000000     -2.78869300      0.3436521723E+00
  -0.2749000000     -2.78597186      0.3394257080E+00
  -0.2748000000     -2.78325072      0.3352209476E+00
  -0.2747000000     -2.78052958      0.3310393660E+00
  -0.2746000000     -2.77780844      0.3268823966E+00
  -0.2745000000     -2.77508731      0.3227514295E+00
  -0.2744000000     -2.77236617      0.3186478104E+00
  -0.2743000000     -2.76964503      0.3145728390E+00
  -0.2742000000     -2.76692389      0.3105277677E+00
  -0.2741000000     -2.76420275      0.3065138009E+00
  -0.2740000000     -2.76148161      0.3025320936E+00
  -0.2739000000     -2.75876047      0.2985837507E+00
  -0.2738000000     -2.75603934      0.2946698266E+00
  -0.2737000000     -2.75331820      0.2907913242E+00
  -0.2736000000     -2.75059706      0.2869491949E+00
  -0.2735000000     -2.74787592      0.2831443381E+00
  -0.2734000000     -2.74515478      0.2793776011E+00
  -0.2733000000     -2.74243364      0.2756497791E+00
  -0.2732000000     -2.73971251      0.2719616156E+00
  -0.2731000000     -2.73699137      0.2683138023E+00
  -0.2730000000     -2.73427023      0.2647069797E+00
  -0.2729000000     -2.73154909      0.2611417376E+00
  -0.2728000000     -2.72882795      0.2576186159E+00
  -0.2727000000     -2.72610681      0.2541381048E+00
  -0.2726000000     -2.72338568      0.2507006465E+00
  -0.2725000000     -2.72066454      0.2473066351E+00
  -0.2724000000     -2.71794340      0.2439564187E+00
  -0.2723000000     -2.71522226      0.2406502997E+00
  -0.2722000000     -2.71250112      0.2373885363E+00
  -0.2721000000     -2.70977998      0.2341713438E+00
  -0.2720000000     -2.70705885      0.2309988956E+00
  -0.2719000000     -2.70433771      0.2278713250E+00
  -0.2718000000     -2.70161657      0.2247887262E+00
  -0.2717000000     -2.69889543      0.2217511557E+00
  -0.2716000000     -2.69617429      0.2187586342E+00
  -0.2715000000     -2.69345315      0.2158111475E+00
  -0.2714000000     -2.69073201      0.2129086483E+00
  -0.2713000000     -2.68801088      0.2100510577E+00
  -0.2712000000     -2.68528974      0.2072382666E+00
  -0.2711000000     -2.68256860      0.2044701371E+00
  -0.2710000000     -2.67984746      0.2017465042E+00
  -0.2709000000     -2.67712632      0.1990671771E+00
  -0.2708000000     -2.67440518      0.1964319407E+00
  -0.2707000000     -2.67168405      0.1938405570E+00
  -0.2706000000     -2.66896291      0.1912927667E+00
  -0.2705000000     -2.66624177      0.1887882902E+00
  -0.2704000000     -2.66352063      0.1863268294E+00
  -0.2703000000     -2.66079949      0.1839080686E+00
  -0.2702000000     -2.65807835      0.1815316762E+00
  -0.2701000000     -2.65535722      0.1791973056E+00
  -0.2700000000     -2.65263608      0.1769045965E+00
  -0.2699000000     -2.64991494      0.1746531764E+00
  -0.2698000000     -2.64719380      0.1724426611E+00
  -0.2697000000     -2.64447266      0.1702726567E+00
  -0.2696000000     -2.64175152      0.1681427596E+00
  -0.2695000000     -2.63903039      0.1660525585E+00
  -0.2694000000     -2.63630925      0.1640016347E+00
  -0.2693000000     -2.63358811      0.1619895633E+00
  -0.2692000000     -2.63086697      0.1600159143E+00
  -0.2691000000     -2.62814583      0.1580802531E+00
  -0.2690000000     -2.62542469      0.1561821416E+00
  -0.2689000000     -2.62270355      0.1543211386E+00
  -0.2688000000     -2.61998242      0.1524968013E+00
  -0.2687000000     -2.61726128      0.1507086850E+00
  -0.2686000000     -2.61454014      0.1489563449E+00
  -0.2685000000     -2.61181900      0.1472393356E+00
  -0.2684000000     -2.60909786      0.1455572127E+00
  -0.2683000000     -2.60637672      0.1439095327E+00
  -0.2682000000     -2.60365559      0.1422958539E+00
  -0.2681000000     -2.60093445      0.1407157367E+00
  -0.2680000000     -2.59821331      0.1391687444E+00
  -0.2679000000     -2.59549217      0.1376544433E+00
  -0.2678000000     -2.59277103      0.1361724032E+00
  -0.2677000000     -2.59004989      0.1347221980E+00
  -0.2676000000     -2.58732876      0.1333034059E+00
  -0.2675000000     -2.58460762      0.1319156098E+00
  -0.2674000000     -2.58188648      0.1305583977E+00
  -0.2673000000     -2.57916534      0.1292313629E+00
  -0.2672000000     -2.57644420      0.1279341042E+00
  -0.2671000000     -2.57372306      0.1266662265E+00
  -0.2670000000     -2.57100193      0.1254273407E+00
  -0.2669000000     -2.56828079      0.1242170640E+00
  -0.2668000000     -2.56555965      0.1230350204E+00
  -0.2667000000     -2.56283851      0.1218808405E+00
  -0.2666000000     -2.56011737      0.1207541618E+00
  -0.2665000000     -2.55739623      0.1196546291E+00
  -0.2664000000     -2.55467509      0.1185818944E+00
  -0.2663000000     -2.55195396      0.1175356170E+00
  -0.2662000000     -2.54923282      0.1165154638E+00
  -0.2661000000     -2.54651168      0.1155211094E+00
  -0.2660000000     -2.54379054      0.1145522361E+00
  -0.2659000000     -2.54106940      0.1136085340E+00
  -0.2658000000     -2.53834826      0.1126897014E+00
  -0.2657000000     -2.53562713      0.1117954442E+00
  -0.2656000000     -2.53290599      0.1109254768E+00
  -0.2655000000     -2.53018485      0.1100795215E+00
  -0.2654000000     -2.52746371      0.1092573088E+00
  -0.2653000000     -2.52474257      0.1084585777E+00
  -0.2652000000     -2.52202143      0.1076830753E+00
  -0.2651000000     -2.51930030      0.1069305570E+00
  -0.2650000000     -2.51657916      0.1062007869E+00
  -0.2649000000     -2.51385802      0.1054935371E+00
  -0.2648000000     -2.51113688      0.1048085885E+00
  -0.2647000000     -2.50841574      0.1041457302E+00
  -0.2646000000     -2.50569460      0.1035047600E+00
  -0.2645000000     -2.50297347      0.1028854842E+00
  -0.2644000000     -2.50025233      0.1022877174E+00
  -0.2643000000     -2.49753119      0.1017112831E+00
  -0.2642000000     -2.49481005      0.1011560130E+00
  -0.2641000000     -2.49208891      0.1006217475E+00
  -0.2640000000     -2.48936777      0.1001083358E+00
  -0.2639000000     -2.48664663      0.9961563540E-01
  -0.2638000000     -2.48392550      0.9914351247E-01
  -0.2637000000     -2.48120436      0.9869184182E-01
  -0.2636000000     -2.47848322      0.9826050684E-01
  -0.2635000000     -2.47576208      0.9784939952E-01
  -0.2634000000     -2.47304094      0.9745842048E-01
  -0.2633000000     -2.47031980      0.9708747892E-01
  -0.2632000000     -2.46759867      0.9673649268E-01
  -0.2631000000     -2.46487753      0.9640538816E-01
  -0.2630000000     -2.46215639      0.9609410041E-01
  -0.2629000000     -2.45943525      0.9580257303E-01
  -0.2628000000     -2.45671411      0.9553075823E-01
  -0.2627000000     -2.45399297      0.9527861678E-01
  -0.2626000000     -2.45127184      0.9504611800E-01
  -0.2625000000     -2.44855070      0.9483323975E-01
  -0.2624000000     -2.44582956      0.9463996839E-01
  -0.2623000000     -2.44310842      0.9446629876E-01
  -0.2622000000     -2.44038728      0.9431223413E-01
  -0.2621000000     -2.43766614      0.9417778618E-01
  -0.2620000000     -2.43494501      0.9406297492E-01
  -0.2619000000     -2.43222387      0.9396782863E-01
  -0.2618000000     -2.42950273      0.9389238382E-01
  -0.2617000000     -2.42678159      0.9383668510E-01
  -0.2616000000     -2.42406045      0.9380078512E-01
  -0.2615000000     -2.42133931      0.9378474445E-01
  -0.2614000000     -2.41861817      0.9378863144E-01
  -0.2613000000     -2.41589704      0.9381252207E-01
  -0.2612000000     -2.41317590      0.9385649982E-01
  -0.2611000000     -2.41045476      0.9392065547E-01
  -0.2610000000     -2.40773362      0.9400508684E-01
  -0.2609000000     -2.40501248      0.9410989866E-01
  -0.2608000000     -2.40229134      0.9423520219E-01
  -0.2607000000     -2.39957021      0.9438111503E-01
  -0.2606000000     -2.39684907      0.9454776070E-01
  -0.2605000000     -2.39412793      0.9473526837E-01
  -0.2604000000     -2.39140679      0.9494377236E-01
  -0.2603000000     -2.38868565      0.9517341179E-01
  -0.2602000000     -2.38596451      0.9542433001E-01
  -0.2601000000     -2.38324338      0.9569667413E-01
  -0.2600000000     -2.38052224      0.9599059437E-01
  -0.2599000000     -2.37780110      0.9630624343E-01
  -0.2598000000     -2.37507996      0.9664377580E-01
  -0.2597000000     -2.37235882      0.9700334697E-01
  -0.2596000000     -2.36963768      0.9738511256E-01
  -0.2595000000     -2.36691655      0.9778922743E-01
  -0.2594000000     -2.36419541      0.9821584470E-01
  -0.2593000000     -2.36147427      0.9866511460E-01
  -0.2592000000     -2.35875313      0.9913718335E-01
  -0.2591000000     -2.35603199      0.9963219189E-01
  -0.2590000000     -2.35331085      0.1001502745E+00
  -0.2589000000     -2.35058971      0.1006915572E+00
  -0.2588000000     -2.34786858      0.1012561566E+00
  -0.2587000000     -2.34514744      0.1018441775E+00
  -0.2586000000     -2.34242630      0.1024557117E+00
  -0.2585000000     -2.33970516      0.1030908358E+00
  -0.2584000000     -2.33698402      0.1037496089E+00
  -0.2583000000     -2.33426288      0.1044320708E+00
  -0.2582000000     -2.33154175      0.1051382394E+00
  -0.2581000000     -2.32882061      0.1058681080E+00
  -0.2580000000     -2.32609947      0.1066216432E+00
  -0.2579000000     -2.32337833      0.1073987813E+00
  -0.2578000000     -2.32065719      0.1081994263E+00
  -0.2577000000     -2.31793605      0.1090234456E+00
  -0.2576000000     -2.31521492      0.1098706680E+00
  -0.2575000000     -2.31249378      0.1107408790E+00
  -0.2574000000     -2.30977264      0.1116338183E+00
  -0.2573000000     -2.30705150      0.1125491755E+00
