#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.172517414142 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.1968000000     -0.66076277      0.5526414946E-02
  -0.1967000000     -0.65804163      0.5510841612E-02
  -0.1966000000     -0.65532049      0.5495581230E-02
  -0.1965000000     -0.65259935      0.5480585925E-02
  -0.1964000000     -0.64987821      0.5465806207E-02
  -0.1963000000     -0.64715708      0.5451191120E-02
  -0.1962000000     -0.64443594      0.5436688413E-02
  -0.1961000000     -0.64171480      0.5422244732E-02
  -0.1960000000     -0.63899366      0.5407805825E-02
  -0.1959000000     -0.63627252      0.5393316774E-02
  -0.1958000000     -0.63355138      0.5378722239E-02
  -0.1957000000     -0.63083025      0.5363966716E-02
  -0.1956000000     -0.62810911      0.5348994813E-02
  -0.1955000000     -0.62538797      0.5333751535E-02
  -0.1954000000     -0.62266683      0.5318182578E-02
  -0.1953000000     -0.61994569      0.5302234630E-02
  -0.1952000000     -0.61722455      0.5285855679E-02
  -0.1951000000     -0.61450342      0.5268995313E-02
  -0.1950000000     -0.61178228      0.5251605032E-02
  -0.1949000000     -0.60906114      0.5233638540E-02
  -0.1948000000     -0.60634000      0.5215052039E-02
  -0.1947000000     -0.60361886      0.5195804508E-02
  -0.1946000000     -0.60089772      0.5175857965E-02
  -0.1945000000     -0.59817659      0.5155177717E-02
  -0.1944000000     -0.59545545      0.5133732585E-02
  -0.1943000000     -0.59273431      0.5111495108E-02
  -0.1942000000     -0.59001317      0.5088441721E-02
  -0.1941000000     -0.58729203      0.5064552907E-02
  -0.1940000000     -0.58457089      0.5039813318E-02
  -0.1939000000     -0.58184975      0.5014211864E-02
  -0.1938000000     -0.57912862      0.4987741779E-02
  -0.1937000000     -0.57640748      0.4960400638E-02
  -0.1936000000     -0.57368634      0.4932190359E-02
  -0.1935000000     -0.57096520      0.4903117159E-02
  -0.1934000000     -0.56824406      0.4873191486E-02
  -0.1933000000     -0.56552292      0.4842427912E-02
  -0.1932000000     -0.56280179      0.4810845005E-02
  -0.1931000000     -0.56008065      0.4778465160E-02
  -0.1930000000     -0.55735951      0.4745314416E-02
  -0.1929000000     -0.55463837      0.4711422240E-02
  -0.1928000000     -0.55191723      0.4676821287E-02
  -0.1927000000     -0.54919609      0.4641547153E-02
  -0.1926000000     -0.54647496      0.4605638093E-02
  -0.1925000000     -0.54375382      0.4569134742E-02
  -0.1924000000     -0.54103268      0.4532079815E-02
  -0.1923000000     -0.53831154      0.4494517804E-02
  -0.1922000000     -0.53559040      0.4456494670E-02
  -0.1921000000     -0.53286926      0.4418057536E-02
  -0.1920000000     -0.53014813      0.4379254378E-02
  -0.1919000000     -0.52742699      0.4340133721E-02
  -0.1918000000     -0.52470585      0.4300744350E-02
  -0.1917000000     -0.52198471      0.4261135025E-02
  -0.1916000000     -0.51926357      0.4221354207E-02
  -0.1915000000     -0.51654243      0.4181449802E-02
  -0.1914000000     -0.51382129      0.4141468925E-02
  -0.1913000000     -0.51110016      0.4101457673E-02
  -0.1912000000     -0.50837902      0.4061460924E-02
  -0.1911000000     -0.50565788      0.4021522154E-02
  -0.1910000000     -0.50293674      0.3981683276E-02
  -0.1909000000     -0.50021560      0.3941984492E-02
  -0.1908000000     -0.49749446      0.3902464179E-02
  -0.1907000000     -0.49477333      0.3863158785E-02
  -0.1906000000     -0.49205219      0.3824102749E-02
  -0.1905000000     -0.48933105      0.3785328442E-02
  -0.1904000000     -0.48660991      0.3746866121E-02
  -0.1903000000     -0.48388877      0.3708743907E-02
  -0.1902000000     -0.48116763      0.3670987778E-02
  -0.1901000000     -0.47844650      0.3633621572E-02
  -0.1900000000     -0.47572536      0.3596667012E-02
  -0.1899000000     -0.47300422      0.3560143736E-02
  -0.1898000000     -0.47028308      0.3524069345E-02
  -0.1897000000     -0.46756194      0.3488459457E-02
  -0.1896000000     -0.46484080      0.3453327766E-02
  -0.1895000000     -0.46211967      0.3418686120E-02
  -0.1894000000     -0.45939853      0.3384544590E-02
  -0.1893000000     -0.45667739      0.3350911556E-02
  -0.1892000000     -0.45395625      0.3317793790E-02
  -0.1891000000     -0.45123511      0.3285196543E-02
  -0.1890000000     -0.44851397      0.3253123634E-02
  -0.1889000000     -0.44579283      0.3221577541E-02
  -0.1888000000     -0.44307170      0.3190559488E-02
  -0.1887000000     -0.44035056      0.3160069539E-02
  -0.1886000000     -0.43762942      0.3130106679E-02
  -0.1885000000     -0.43490828      0.3100668905E-02
  -0.1884000000     -0.43218714      0.3071753307E-02
  -0.1883000000     -0.42946600      0.3043356147E-02
  -0.1882000000     -0.42674487      0.3015472943E-02
  -0.1881000000     -0.42402373      0.2988098534E-02
  -0.1880000000     -0.42130259      0.2961227159E-02
  -0.1879000000     -0.41858145      0.2934852521E-02
  -0.1878000000     -0.41586031      0.2908967849E-02
  -0.1877000000     -0.41313917      0.2883565960E-02
  -0.1876000000     -0.41041804      0.2858639317E-02
  -0.1875000000     -0.40769690      0.2834180076E-02
  -0.1874000000     -0.40497576      0.2810180141E-02
  -0.1873000000     -0.40225462      0.2786631205E-02
  -0.1872000000     -0.39953348      0.2763524795E-02
  -0.1871000000     -0.39681234      0.2740852308E-02
  -0.1870000000     -0.39409121      0.2718605047E-02
  -0.1869000000     -0.39137007      0.2696774256E-02
  -0.1868000000     -0.38864893      0.2675351145E-02
  -0.1867000000     -0.38592779      0.2654326921E-02
  -0.1866000000     -0.38320665      0.2633692810E-02
  -0.1865000000     -0.38048551      0.2613440077E-02
  -0.1864000000     -0.37776437      0.2593560051E-02
  -0.1863000000     -0.37504324      0.2574044134E-02
  -0.1862000000     -0.37232210      0.2554883824E-02
  -0.1861000000     -0.36960096      0.2536070725E-02
  -0.1860000000     -0.36687982      0.2517596556E-02
  -0.1859000000     -0.36415868      0.2499453166E-02
  -0.1858000000     -0.36143754      0.2481632541E-02
  -0.1857000000     -0.35871641      0.2464126810E-02
  -0.1856000000     -0.35599527      0.2446928250E-02
  -0.1855000000     -0.35327413      0.2430029295E-02
  -0.1854000000     -0.35055299      0.2413422536E-02
  -0.1853000000     -0.34783185      0.2397100726E-02
  -0.1852000000     -0.34511071      0.2381056783E-02
  -0.1851000000     -0.34238958      0.2365283787E-02
  -0.1850000000     -0.33966844      0.2349774987E-02
  -0.1849000000     -0.33694730      0.2334523795E-02
  -0.1848000000     -0.33422616      0.2319523791E-02
  -0.1847000000     -0.33150502      0.2304768718E-02
  -0.1846000000     -0.32878388      0.2290252482E-02
  -0.1845000000     -0.32606275      0.2275969152E-02
  -0.1844000000     -0.32334161      0.2261912954E-02
  -0.1843000000     -0.32062047      0.2248078275E-02
  -0.1842000000     -0.31789933      0.2234459652E-02
  -0.1841000000     -0.31517819      0.2221051779E-02
  -0.1840000000     -0.31245705      0.2207849496E-02
  -0.1839000000     -0.30973591      0.2194847790E-02
  -0.1838000000     -0.30701478      0.2182041790E-02
  -0.1837000000     -0.30429364      0.2169426766E-02
  -0.1836000000     -0.30157250      0.2156998124E-02
  -0.1835000000     -0.29885136      0.2144751403E-02
  -0.1834000000     -0.29613022      0.2132682272E-02
  -0.1833000000     -0.29340908      0.2120786526E-02
  -0.1832000000     -0.29068795      0.2109060084E-02
  -0.1831000000     -0.28796681      0.2097498982E-02
  -0.1830000000     -0.28524567      0.2086099375E-02
  -0.1829000000     -0.28252453      0.2074857530E-02
  -0.1828000000     -0.27980339      0.2063769823E-02
  -0.1827000000     -0.27708225      0.2052832737E-02
  -0.1826000000     -0.27436112      0.2042042857E-02
  -0.1825000000     -0.27163998      0.2031396870E-02
  -0.1824000000     -0.26891884      0.2020891558E-02
  -0.1823000000     -0.26619770      0.2010523798E-02
  -0.1822000000     -0.26347656      0.2000290559E-02
  -0.1821000000     -0.26075542      0.1990188895E-02
  -0.1820000000     -0.25803429      0.1980215948E-02
  -0.1819000000     -0.25531315      0.1970368942E-02
  -0.1818000000     -0.25259201      0.1960645181E-02
  -0.1817000000     -0.24987087      0.1951042045E-02
  -0.1816000000     -0.24714973      0.1941556989E-02
  -0.1815000000     -0.24442859      0.1932187542E-02
  -0.1814000000     -0.24170745      0.1922931302E-02
  -0.1813000000     -0.23898632      0.1913785934E-02
  -0.1812000000     -0.23626518      0.1904749169E-02
  -0.1811000000     -0.23354404      0.1895818801E-02
  -0.1810000000     -0.23082290      0.1886992685E-02
  -0.1809000000     -0.22810176      0.1878268737E-02
  -0.1808000000     -0.22538062      0.1869644926E-02
  -0.1807000000     -0.22265949      0.1861119281E-02
  -0.1806000000     -0.21993835      0.1852689881E-02
  -0.1805000000     -0.21721721      0.1844354858E-02
  -0.1804000000     -0.21449607      0.1836112394E-02
  -0.1803000000     -0.21177493      0.1827960718E-02
  -0.1802000000     -0.20905379      0.1819898108E-02
  -0.1801000000     -0.20633266      0.1811922884E-02
  -0.1800000000     -0.20361152      0.1804033414E-02
  -0.1799000000     -0.20089038      0.1796228103E-02
  -0.1798000000     -0.19816924      0.1788505401E-02
  -0.1797000000     -0.19544810      0.1780863796E-02
  -0.1796000000     -0.19272696      0.1773301812E-02
  -0.1795000000     -0.19000583      0.1765818015E-02
  -0.1794000000     -0.18728469      0.1758411002E-02
  -0.1793000000     -0.18456355      0.1751079407E-02
  -0.1792000000     -0.18184241      0.1743821896E-02
  -0.1791000000     -0.17912127      0.1736637169E-02
  -0.1790000000     -0.17640013      0.1729523957E-02
  -0.1789000000     -0.17367899      0.1722481020E-02
  -0.1788000000     -0.17095786      0.1715507150E-02
  -0.1787000000     -0.16823672      0.1708601164E-02
  -0.1786000000     -0.16551558      0.1701761910E-02
  -0.1785000000     -0.16279444      0.1694988260E-02
  -0.1784000000     -0.16007330      0.1688279114E-02
  -0.1783000000     -0.15735216      0.1681633396E-02
  -0.1782000000     -0.15463103      0.1675050055E-02
  -0.1781000000     -0.15190989      0.1668528063E-02
  -0.1780000000     -0.14918875      0.1662066414E-02
  -0.1779000000     -0.14646761      0.1655664126E-02
  -0.1778000000     -0.14374647      0.1649320238E-02
  -0.1777000000     -0.14102533      0.1643033809E-02
  -0.1776000000     -0.13830420      0.1636803920E-02
  -0.1775000000     -0.13558306      0.1630629669E-02
  -0.1774000000     -0.13286192      0.1624510175E-02
  -0.1773000000     -0.13014078      0.1618444575E-02
  -0.1772000000     -0.12741964      0.1612432025E-02
  -0.1771000000     -0.12469850      0.1606471697E-02
  -0.1770000000     -0.12197737      0.1600562780E-02
  -0.1769000000     -0.11925623      0.1594704481E-02
  -0.1768000000     -0.11653509      0.1588896022E-02
  -0.1767000000     -0.11381395      0.1583136640E-02
  -0.1766000000     -0.11109281      0.1577425588E-02
  -0.1765000000     -0.10837167      0.1571762133E-02
  -0.1764000000     -0.10565053      0.1566145559E-02
  -0.1763000000     -0.10292940      0.1560575159E-02
  -0.1762000000     -0.10020826      0.1555050245E-02
  -0.1761000000     -0.09748712      0.1549570138E-02
  -0.1760000000     -0.09476598      0.1544134174E-02
  -0.1759000000     -0.09204484      0.1538741701E-02
  -0.1758000000     -0.08932370      0.1533392079E-02
  -0.1757000000     -0.08660257      0.1528084680E-02
  -0.1756000000     -0.08388143      0.1522818889E-02
  -0.1755000000     -0.08116029      0.1517594099E-02
  -0.1754000000     -0.07843915      0.1512409717E-02
  -0.1753000000     -0.07571801      0.1507265160E-02
  -0.1752000000     -0.07299687      0.1502159855E-02
  -0.1751000000     -0.07027574      0.1497093238E-02
  -0.1750000000     -0.06755460      0.1492064759E-02
  -0.1749000000     -0.06483346      0.1487073872E-02
  -0.1748000000     -0.06211232      0.1482120046E-02
  -0.1747000000     -0.05939118      0.1477202755E-02
  -0.1746000000     -0.05667004      0.1472321485E-02
  -0.1745000000     -0.05394891      0.1467475729E-02
  -0.1744000000     -0.05122777      0.1462664990E-02
  -0.1743000000     -0.04850663      0.1457888778E-02
  -0.1742000000     -0.04578549      0.1453146611E-02
  -0.1741000000     -0.04306435      0.1448438018E-02
  -0.1740000000     -0.04034321      0.1443762533E-02
  -0.1739000000     -0.03762207      0.1439119698E-02
  -0.1738000000     -0.03490094      0.1434509064E-02
  -0.1737000000     -0.03217980      0.1429930188E-02
  -0.1736000000     -0.02945866      0.1425382634E-02
  -0.1735000000     -0.02673752      0.1420865975E-02
  -0.1734000000     -0.02401638      0.1416379789E-02
  -0.1733000000     -0.02129524      0.1411923661E-02
  -0.1732000000     -0.01857411      0.1407497184E-02
  -0.1731000000     -0.01585297      0.1403099955E-02
  -0.1730000000     -0.01313183      0.1398731580E-02
  -0.1729000000     -0.01041069      0.1394391670E-02
  -0.1728000000     -0.00768955      0.1390079841E-02
  -0.1727000000     -0.00496841      0.1385795718E-02
  -0.1726000000     -0.00224728      0.1381538929E-02
  -0.1725000000      0.00047386      0.1377309108E-02
  -0.1724000000      0.00319500      0.1373105897E-02
  -0.1723000000      0.00591614      0.1368928941E-02
  -0.1722000000      0.00863728      0.1364777891E-02
  -0.1721000000      0.01135842      0.1360652404E-02
  -0.1720000000      0.01407955      0.1356552143E-02
  -0.1719000000      0.01680069      0.1352476773E-02
  -0.1718000000      0.01952183      0.1348425968E-02
  -0.1717000000      0.02224297      0.1344399404E-02
  -0.1716000000      0.02496411      0.1340396762E-02
  -0.1715000000      0.02768525      0.1336417731E-02
  -0.1714000000      0.03040639      0.1332462001E-02
  -0.1713000000      0.03312752      0.1328529267E-02
  -0.1712000000      0.03584866      0.1324619231E-02
  -0.1711000000      0.03856980      0.1320731598E-02
  -0.1710000000      0.04129094      0.1316866076E-02
  -0.1709000000      0.04401208      0.1313022379E-02
  -0.1708000000      0.04673322      0.1309200226E-02
  -0.1707000000      0.04945435      0.1305399338E-02
  -0.1706000000      0.05217549      0.1301619441E-02
  -0.1705000000      0.05489663      0.1297860265E-02
  -0.1704000000      0.05761777      0.1294121545E-02
  -0.1703000000      0.06033891      0.1290403018E-02
  -0.1702000000      0.06306005      0.1286704427E-02
  -0.1701000000      0.06578118      0.1283025516E-02
  -0.1700000000      0.06850232      0.1279366035E-02
  -0.1699000000      0.07122346      0.1275725738E-02
  -0.1698000000      0.07394460      0.1272104380E-02
  -0.1697000000      0.07666574      0.1268501722E-02
  -0.1696000000      0.07938688      0.1264917528E-02
  -0.1695000000      0.08210801      0.1261351564E-02
  -0.1694000000      0.08482915      0.1257803602E-02
  -0.1693000000      0.08755029      0.1254273414E-02
  -0.1692000000      0.09027143      0.1250760779E-02
  -0.1691000000      0.09299257      0.1247265475E-02
  -0.1690000000      0.09571371      0.1243787288E-02
  -0.1689000000      0.09843485      0.1240326004E-02
  -0.1688000000      0.10115598      0.1236881412E-02
  -0.1687000000      0.10387712      0.1233453306E-02
  -0.1686000000      0.10659826      0.1230041481E-02
  -0.1685000000      0.10931940      0.1226645737E-02
  -0.1684000000      0.11204054      0.1223265875E-02
  -0.1683000000      0.11476168      0.1219901701E-02
  -0.1682000000      0.11748281      0.1216553021E-02
  -0.1681000000      0.12020395      0.1213219647E-02
  -0.1680000000      0.12292509      0.1209901391E-02
  -0.1679000000      0.12564623      0.1206598070E-02
  -0.1678000000      0.12836737      0.1203309502E-02
  -0.1677000000      0.13108851      0.1200035509E-02
  -0.1676000000      0.13380964      0.1196775915E-02
  -0.1675000000      0.13653078      0.1193530547E-02
  -0.1674000000      0.13925192      0.1190299234E-02
  -0.1673000000      0.14197306      0.1187081808E-02
  -0.1672000000      0.14469420      0.1183878102E-02
  -0.1671000000      0.14741534      0.1180687955E-02
  -0.1670000000      0.15013647      0.1177511205E-02
  -0.1669000000      0.15285761      0.1174347694E-02
  -0.1668000000      0.15557875      0.1171197266E-02
  -0.1667000000      0.15829989      0.1168059767E-02
  -0.1666000000      0.16102103      0.1164935047E-02
  -0.1665000000      0.16374217      0.1161822956E-02
  -0.1664000000      0.16646331      0.1158723347E-02
  -0.1663000000      0.16918444      0.1155636078E-02
  -0.1662000000      0.17190558      0.1152561004E-02
  -0.1661000000      0.17462672      0.1149497987E-02
  -0.1660000000      0.17734786      0.1146446888E-02
  -0.1659000000      0.18006900      0.1143407572E-02
  -0.1658000000      0.18279014      0.1140379905E-02
  -0.1657000000      0.18551127      0.1137363756E-02
  -0.1656000000      0.18823241      0.1134358995E-02
  -0.1655000000      0.19095355      0.1131365495E-02
  -0.1654000000      0.19367469      0.1128383131E-02
  -0.1653000000      0.19639583      0.1125411780E-02
  -0.1652000000      0.19911697      0.1122451320E-02
  -0.1651000000      0.20183810      0.1119501631E-02
  -0.1650000000      0.20455924      0.1116562597E-02
  -0.1649000000      0.20728038      0.1113634101E-02
  -0.1648000000      0.21000152      0.1110716030E-02
  -0.1647000000      0.21272266      0.1107808272E-02
  -0.1646000000      0.21544380      0.1104910717E-02
  -0.1645000000      0.21816493      0.1102023257E-02
  -0.1644000000      0.22088607      0.1099145786E-02
  -0.1643000000      0.22360721      0.1096278199E-02
  -0.1642000000      0.22632835      0.1093420392E-02
  -0.1641000000      0.22904949      0.1090572266E-02
  -0.1640000000      0.23177063      0.1087733719E-02
  -0.1639000000      0.23449177      0.1084904656E-02
  -0.1638000000      0.23721290      0.1082084980E-02
  -0.1637000000      0.23993404      0.1079274595E-02
  -0.1636000000      0.24265518      0.1076473411E-02
  -0.1635000000      0.24537632      0.1073681334E-02
  -0.1634000000      0.24809746      0.1070898277E-02
  -0.1633000000      0.25081860      0.1068124150E-02
  -0.1632000000      0.25353973      0.1065358869E-02
  -0.1631000000      0.25626087      0.1062602346E-02
  -0.1630000000      0.25898201      0.1059854500E-02
  -0.1629000000      0.26170315      0.1057115249E-02
  -0.1628000000      0.26442429      0.1054384511E-02
  -0.1627000000      0.26714543      0.1051662209E-02
  -0.1626000000      0.26986656      0.1048948265E-02
  -0.1625000000      0.27258770      0.1046242603E-02
  -0.1624000000      0.27530884      0.1043545148E-02
  -0.1623000000      0.27802998      0.1040855827E-02
  -0.1622000000      0.28075112      0.1038174569E-02
  -0.1621000000      0.28347226      0.1035501302E-02
  -0.1620000000      0.28619339      0.1032835959E-02
  -0.1619000000      0.28891453      0.1030178471E-02
  -0.1618000000      0.29163567      0.1027528772E-02
  -0.1617000000      0.29435681      0.1024886797E-02
  -0.1616000000      0.29707795      0.1022252482E-02
  -0.1615000000      0.29979909      0.1019625764E-02
  -0.1614000000      0.30252023      0.1017006583E-02
  -0.1613000000      0.30524136      0.1014394878E-02
  -0.1612000000      0.30796250      0.1011790590E-02
  -0.1611000000      0.31068364      0.1009193663E-02
  -0.1610000000      0.31340478      0.1006604039E-02
  -0.1609000000      0.31612592      0.1004021664E-02
  -0.1608000000      0.31884706      0.1001446483E-02
  -0.1607000000      0.32156819      0.9988784432E-03
  -0.1606000000      0.32428933      0.9963174937E-03
  -0.1605000000      0.32701047      0.9937635834E-03
  -0.1604000000      0.32973161      0.9912166629E-03
  -0.1603000000      0.33245275      0.9886766837E-03
  -0.1602000000      0.33517389      0.9861435986E-03
  -0.1601000000      0.33789502      0.9836173614E-03
  -0.1600000000      0.34061616      0.9810979268E-03
  -0.1599000000      0.34333730      0.9785852508E-03
  -0.1598000000      0.34605844      0.9760792901E-03
  -0.1597000000      0.34877958      0.9735800027E-03
  -0.1596000000      0.35150072      0.9710873475E-03
  -0.1595000000      0.35422185      0.9686012844E-03
  -0.1594000000      0.35694299      0.9661217741E-03
  -0.1593000000      0.35966413      0.9636487786E-03
  -0.1592000000      0.36238527      0.9611822606E-03
  -0.1591000000      0.36510641      0.9587221837E-03
  -0.1590000000      0.36782755      0.9562685126E-03
  -0.1589000000      0.37054869      0.9538212128E-03
  -0.1588000000      0.37326982      0.9513802506E-03
  -0.1587000000      0.37599096      0.9489455934E-03
  -0.1586000000      0.37871210      0.9465172094E-03
  -0.1585000000      0.38143324      0.9440950675E-03
  -0.1584000000      0.38415438      0.9416791375E-03
  -0.1583000000      0.38687552      0.9392693903E-03
  -0.1582000000      0.38959665      0.9368657972E-03
  -0.1581000000      0.39231779      0.9344683306E-03
  -0.1580000000      0.39503893      0.9320769636E-03
  -0.1579000000      0.39776007      0.9296916700E-03
  -0.1578000000      0.40048121      0.9273124246E-03
  -0.1577000000      0.40320235      0.9249392027E-03
  -0.1576000000      0.40592348      0.9225719804E-03
  -0.1575000000      0.40864462      0.9202107347E-03
  -0.1574000000      0.41136576      0.9178554432E-03
  -0.1573000000      0.41408690      0.9155060842E-03
  -0.1572000000      0.41680804      0.9131626367E-03
  -0.1571000000      0.41952918      0.9108250805E-03
  -0.1570000000      0.42225031      0.9084933958E-03
  -0.1569000000      0.42497145      0.9061675638E-03
  -0.1568000000      0.42769259      0.9038475662E-03
  -0.1567000000      0.43041373      0.9015333852E-03
  -0.1566000000      0.43313487      0.8992250040E-03
  -0.1565000000      0.43585601      0.8969224060E-03
  -0.1564000000      0.43857715      0.8946255755E-03
  -0.1563000000      0.44129828      0.8923344973E-03
  -0.1562000000      0.44401942      0.8900491568E-03
  -0.1561000000      0.44674056      0.8877695399E-03
  -0.1560000000      0.44946170      0.8854956332E-03
  -0.1559000000      0.45218284      0.8832274238E-03
  -0.1558000000      0.45490398      0.8809648994E-03
  -0.1557000000      0.45762511      0.8787080480E-03
  -0.1556000000      0.46034625      0.8764568584E-03
  -0.1555000000      0.46306739      0.8742113198E-03
  -0.1554000000      0.46578853      0.8719714220E-03
  -0.1553000000      0.46850967      0.8697371551E-03
  -0.1552000000      0.47123081      0.8675085099E-03
  -0.1551000000      0.47395194      0.8652854774E-03
  -0.1550000000      0.47667308      0.8630680495E-03
  -0.1549000000      0.47939422      0.8608562181E-03
  -0.1548000000      0.48211536      0.8586499758E-03
  -0.1547000000      0.48483650      0.8564493156E-03
  -0.1546000000      0.48755764      0.8542542309E-03
  -0.1545000000      0.49027877      0.8520647155E-03
  -0.1544000000      0.49299991      0.8498807636E-03
  -0.1543000000      0.49572105      0.8477023699E-03
  -0.1542000000      0.49844219      0.8455295294E-03
  -0.1541000000      0.50116333      0.8433622375E-03
  -0.1540000000      0.50388447      0.8412004900E-03
  -0.1539000000      0.50660561      0.8390442830E-03
  -0.1538000000      0.50932674      0.8368936130E-03
  -0.1537000000      0.51204788      0.8347484768E-03
  -0.1536000000      0.51476902      0.8326088716E-03
  -0.1535000000      0.51749016      0.8304747949E-03
  -0.1534000000      0.52021130      0.8283462446E-03
  -0.1533000000      0.52293244      0.8262232188E-03
  -0.1532000000      0.52565357      0.8241057158E-03
  -0.1531000000      0.52837471      0.8219937345E-03
  -0.1530000000      0.53109585      0.8198872739E-03
  -0.1529000000      0.53381699      0.8177863332E-03
  -0.1528000000      0.53653813      0.8156909121E-03
  -0.1527000000      0.53925927      0.8136010103E-03
  -0.1526000000      0.54198040      0.8115166279E-03
  -0.1525000000      0.54470154      0.8094377654E-03
  -0.1524000000      0.54742268      0.8073644232E-03
  -0.1523000000      0.55014382      0.8052966022E-03
  -0.1522000000      0.55286496      0.8032343033E-03
  -0.1521000000      0.55558610      0.8011775279E-03
  -0.1520000000      0.55830723      0.7991262775E-03
  -0.1519000000      0.56102837      0.7970805535E-03
  -0.1518000000      0.56374951      0.7950403581E-03
  -0.1517000000      0.56647065      0.7930056930E-03
  -0.1516000000      0.56919179      0.7909765607E-03
  -0.1515000000      0.57191293      0.7889529635E-03
  -0.1514000000      0.57463407      0.7869349040E-03
  -0.1513000000      0.57735520      0.7849223849E-03
  -0.1512000000      0.58007634      0.7829154091E-03
  -0.1511000000      0.58279748      0.7809139796E-03
  -0.1510000000      0.58551862      0.7789180997E-03
  -0.1509000000      0.58823976      0.7769277725E-03
  -0.1508000000      0.59096090      0.7749430017E-03
  -0.1507000000      0.59368203      0.7729637907E-03
  -0.1506000000      0.59640317      0.7709901432E-03
  -0.1505000000      0.59912431      0.7690220630E-03
  -0.1504000000      0.60184545      0.7670595541E-03
  -0.1503000000      0.60456659      0.7651026203E-03
  -0.1502000000      0.60728773      0.7631512659E-03
  -0.1501000000      0.61000886      0.7612054949E-03
  -0.1500000000      0.61273000      0.7592653117E-03
  -0.1499000000      0.61545114      0.7573307205E-03
  -0.1498000000      0.61817228      0.7554017259E-03
  -0.1497000000      0.62089342      0.7534783322E-03
  -0.1496000000      0.62361456      0.7515605440E-03
  -0.1495000000      0.62633569      0.7496483658E-03
  -0.1494000000      0.62905683      0.7477418024E-03
  -0.1493000000      0.63177797      0.7458408584E-03
  -0.1492000000      0.63449911      0.7439455385E-03
  -0.1491000000      0.63722025      0.7420558475E-03
  -0.1490000000      0.63994139      0.7401717901E-03
  -0.1489000000      0.64266253      0.7382933712E-03
  -0.1488000000      0.64538366      0.7364205957E-03
  -0.1487000000      0.64810480      0.7345534683E-03
  -0.1486000000      0.65082594      0.7326919939E-03
  -0.1485000000      0.65354708      0.7308361775E-03
  -0.1484000000      0.65626822      0.7289860238E-03
  -0.1483000000      0.65898936      0.7271415377E-03
  -0.1482000000      0.66171049      0.7253027242E-03
  -0.1481000000      0.66443163      0.7234695880E-03
  -0.1480000000      0.66715277      0.7216421340E-03
  -0.1479000000      0.66987391      0.7198203671E-03
  -0.1478000000      0.67259505      0.7180042920E-03
  -0.1477000000      0.67531619      0.7161939135E-03
  -0.1476000000      0.67803732      0.7143892364E-03
  -0.1475000000      0.68075846      0.7125902653E-03
  -0.1474000000      0.68347960      0.7107970051E-03
  -0.1473000000      0.68620074      0.7090094602E-03
  -0.1472000000      0.68892188      0.7072276354E-03
  -0.1471000000      0.69164302      0.7054515351E-03
  -0.1470000000      0.69436415      0.7036811639E-03
  -0.1469000000      0.69708529      0.7019165262E-03
  -0.1468000000      0.69980643      0.7001576264E-03
  -0.1467000000      0.70252757      0.6984044689E-03
  -0.1466000000      0.70524871      0.6966570579E-03
  -0.1465000000      0.70796985      0.6949153977E-03
  -0.1464000000      0.71069099      0.6931794923E-03
  -0.1463000000      0.71341212      0.6914493459E-03
  -0.1462000000      0.71613326      0.6897249624E-03
  -0.1461000000      0.71885440      0.6880063458E-03
  -0.1460000000      0.72157554      0.6862935000E-03
  -0.1459000000      0.72429668      0.6845864286E-03
  -0.1458000000      0.72701782      0.6828851354E-03
  -0.1457000000      0.72973895      0.6811896239E-03
  -0.1456000000      0.73246009      0.6794998978E-03
  -0.1455000000      0.73518123      0.6778159603E-03
  -0.1454000000      0.73790237      0.6761378148E-03
  -0.1453000000      0.74062351      0.6744654646E-03
  -0.1452000000      0.74334465      0.6727989127E-03
  -0.1451000000      0.74606578      0.6711381623E-03
  -0.1450000000      0.74878692      0.6694832163E-03
  -0.1449000000      0.75150806      0.6678340774E-03
  -0.1448000000      0.75422920      0.6661907484E-03
  -0.1447000000      0.75695034      0.6645532320E-03
  -0.1446000000      0.75967148      0.6629215306E-03
  -0.1445000000      0.76239261      0.6612956467E-03
  -0.1444000000      0.76511375      0.6596755826E-03
  -0.1443000000      0.76783489      0.6580613404E-03
  -0.1442000000      0.77055603      0.6564529222E-03
  -0.1441000000      0.77327717      0.6548503299E-03
  -0.1440000000      0.77599831      0.6532535655E-03
  -0.1439000000      0.77871945      0.6516626306E-03
  -0.1438000000      0.78144058      0.6500775269E-03
  -0.1437000000      0.78416172      0.6484982558E-03
  -0.1436000000      0.78688286      0.6469248186E-03
  -0.1435000000      0.78960400      0.6453572166E-03
  -0.1434000000      0.79232514      0.6437954510E-03
  -0.1433000000      0.79504628      0.6422395227E-03
  -0.1432000000      0.79776741      0.6406894326E-03
  -0.1431000000      0.80048855      0.6391451814E-03
  -0.1430000000      0.80320969      0.6376067697E-03
  -0.1429000000      0.80593083      0.6360741981E-03
  -0.1428000000      0.80865197      0.6345474668E-03
  -0.1427000000      0.81137311      0.6330265762E-03
  -0.1426000000      0.81409424      0.6315115262E-03
  -0.1425000000      0.81681538      0.6300023169E-03
  -0.1424000000      0.81953652      0.6284989481E-03
  -0.1423000000      0.82225766      0.6270014196E-03
  -0.1422000000      0.82497880      0.6255097308E-03
